year	marital	age	race	rincome	partyid	relig	denom	tvhours
2000	Divorced	56	White	$20000 - 24999	Strong republican	Protestant	Other	NA
2000	Never married	38	Black	Refused	Independent	Protestant	Other	3
2000	Widowed	70	Black	Not applicable	Strong democrat	Protestant	Baptist-dk which	NA
2000	Never married	43	Black	$15000 - 19999	Not str democrat	Protestant	Nat bapt conv usa	3
2000	Widowed	68	Black	Not applicable	Strong democrat	Protestant	Southern baptist	3
2000	Separated	37	Black	$10000 - 14999	Ind,near rep	Protestant	Baptist-dk which	3
2000	Never married	32	Black	Refused	Not str republican	None	Not applicable	3
2000	Divorced	54	Black	$10000 - 14999	Strong democrat	Protestant	Baptist-dk which	NA
2000	Never married	36	Black	Not applicable	Independent	Protestant	Southern baptist	NA
2000	Widowed	89	Black	Not applicable	Not str democrat	Protestant	Baptist-dk which	10
2000	Widowed	77	Black	Not applicable	Strong democrat	Protestant	Southern baptist	3
2000	Never married	33	Black	$1000 to 2999	Ind,near rep	None	Not applicable	8
2000	Never married	23	Black	Not applicable	Strong democrat	Protestant	Baptist-dk which	2
2000	Widowed	86	Black	Not applicable	Not str democrat	Protestant	Baptist-dk which	NA
2000	Never married	21	Black	$1000 to 2999	Not str democrat	Protestant	No denomination	NA
2000	Separated	77	Black	Not applicable	Strong republican	Protestant	Southern baptist	10
2000	Married	44	Black	$8000 to 9999	Strong democrat	Protestant	Am bapt ch in usa	5
2000	Divorced	42	Black	$15000 - 19999	Not str democrat	Protestant	Southern baptist	1
2000	Separated	45	Black	Not applicable	Ind,near dem	Protestant	Other	24
2000	Married	30	White	$25000 or more	Strong republican	Catholic	Not applicable	2
2000	Divorced	46	White	Not applicable	Ind,near rep	Protestant	Southern baptist	NA
2000	Divorced	25	Black	$15000 - 19999	Independent	Protestant	Other	4
2000	Never married	29	Black	Refused	Ind,near rep	Protestant	Presbyterian, merged	NA
2000	Never married	35	Black	Not applicable	Independent	Protestant	Baptist-dk which	NA
2000	Married	78	White	Not applicable	Strong democrat	Protestant	Southern baptist	NA
2000	Married	28	White	$15000 - 19999	Strong republican	Protestant	Southern baptist	NA
2000	Married	53	White	Refused	Not str democrat	Protestant	Baptist-dk which	2
2000	Married	50	White	Not applicable	Independent	Protestant	Nat bapt conv usa	NA
2000	Married	44	Black	$6000 to 6999	Independent	Protestant	Other	1
2000	Divorced	36	Black	No answer	Strong democrat	Protestant	Other	2
2000	Widowed	78	White	Not applicable	Strong democrat	Protestant	Other baptists	10
2000	Married	29	White	$15000 - 19999	Independent	Protestant	Southern baptist	3
2000	Married	25	White	$20000 - 24999	Ind,near dem	Catholic	Not applicable	NA
2000	Never married	38	White	$25000 or more	Ind,near rep	Protestant	Other lutheran	2
2000	Never married	25	White	$25000 or more	Ind,near dem	None	Not applicable	NA
2000	Never married	25	White	$25000 or more	Ind,near rep	Catholic	Not applicable	1
2000	Married	64	White	Not applicable	Not str republican	Protestant	Other	NA
2000	Married	46	White	$25000 or more	Not str democrat	Protestant	United methodist	1
2000	Never married	79	White	Lt $1000	Not str republican	Catholic	Not applicable	5
2000	Married	61	White	$25000 or more	Strong republican	Protestant	Presbyterian c in us	2
2000	Widowed	61	White	$20000 - 24999	Not str republican	Protestant	No denomination	NA
2000	Married	44	White	$20000 - 24999	Not str democrat	Protestant	Southern baptist	2
2000	Married	24	White	$25000 or more	Ind,near dem	Protestant	Southern baptist	2
2000	Married	34	Black	$25000 or more	Ind,near dem	Protestant	No denomination	NA
2000	Divorced	36	White	$25000 or more	Not str democrat	Protestant	Baptist-dk which	NA
2000	Married	37	White	$25000 or more	Not str republican	Protestant	United methodist	3
2000	Divorced	29	White	$25000 or more	Ind,near dem	Protestant	Other	1
2000	Married	32	White	$25000 or more	Ind,near dem	Catholic	Not applicable	1
2000	Married	35	White	$20000 - 24999	Not str democrat	Protestant	Southern baptist	NA
2000	Never married	42	White	$20000 - 24999	Strong democrat	Catholic	Not applicable	6
2000	Married	39	White	Refused	Independent	Protestant	Southern baptist	2
2000	Divorced	59	White	$25000 or more	Ind,near dem	Protestant	Southern baptist	NA
2000	Never married	28	White	$25000 or more	Not str republican	None	Not applicable	NA
2000	Married	48	White	Don't know	Independent	Protestant	Southern baptist	4
2000	Married	32	Black	$20000 - 24999	Not str democrat	Protestant	Am baptist asso	3
2000	Divorced	38	White	$20000 - 24999	Not str republican	Protestant	United methodist	3
2000	Married	42	Black	$20000 - 24999	Ind,near dem	Protestant	Other	1
2000	Married	21	White	Not applicable	Ind,near dem	Protestant	No denomination	NA
2000	Widowed	64	White	$25000 or more	Independent	Protestant	Southern baptist	4
2000	Never married	24	White	$25000 or more	Ind,near rep	Protestant	Southern baptist	10
2000	Married	23	White	$20000 - 24999	Ind,near dem	Protestant	United methodist	NA
2000	Divorced	50	White	$25000 or more	Not str democrat	Protestant	Presbyterian, merged	4
2000	Separated	34	White	$15000 - 19999	Independent	None	Not applicable	4
2000	Married	81	White	Not applicable	Strong republican	Protestant	United methodist	4
2000	Never married	48	White	Refused	Ind,near dem	None	Not applicable	2
2000	Married	73	White	Not applicable	Not str democrat	Protestant	Episcopal	4
2000	Never married	42	White	$25000 or more	Strong democrat	Catholic	Not applicable	4
2000	Married	57	White	$25000 or more	Ind,near dem	None	Not applicable	2
2000	Married	56	White	No answer	Independent	Catholic	Not applicable	2
2000	Separated	47	Black	$20000 - 24999	Not str democrat	Protestant	Nat bapt conv usa	2
2000	Never married	21	White	Lt $1000	Not str democrat	Catholic	Not applicable	3
2000	Divorced	38	White	$25000 or more	Ind,near dem	None	Not applicable	0
2000	Married	51	Black	$25000 or more	Not str democrat	Protestant	Baptist-dk which	4
2000	Married	60	White	$25000 or more	Ind,near dem	Catholic	Not applicable	2
2000	Divorced	50	Black	$25000 or more	Strong democrat	Protestant	Southern baptist	NA
2000	Never married	74	Black	Not applicable	Strong democrat	Protestant	Episcopal	NA
2000	Never married	41	White	$15000 - 19999	Not str democrat	Catholic	Not applicable	1
2000	Never married	47	White	$25000 or more	Independent	None	Not applicable	NA
2000	Married	59	White	$20000 - 24999	Strong republican	Catholic	Not applicable	2
2000	Divorced	53	Black	Not applicable	Strong democrat	Protestant	Southern baptist	NA
2000	Widowed	69	White	Not applicable	Not str democrat	Catholic	Not applicable	5
2000	Married	42	White	Not applicable	Not str republican	Catholic	Not applicable	NA
2000	Divorced	63	White	Not applicable	Independent	Protestant	Presbyterian c in us	2
2000	Never married	19	White	$1000 to 2999	Not str democrat	Protestant	Other presbyterian	NA
2000	Separated	57	White	$25000 or more	Independent	Protestant	No denomination	1
2000	Divorced	62	White	$15000 - 19999	Ind,near dem	Catholic	Not applicable	4
2000	Married	65	White	Not applicable	Strong democrat	Catholic	Not applicable	1
2000	Never married	36	White	$10000 - 14999	Independent	None	Not applicable	2
2000	Never married	37	White	$25000 or more	Strong democrat	Protestant	United methodist	3
2000	Never married	52	White	$10000 - 14999	Not str democrat	None	Not applicable	1
2000	Never married	40	White	$15000 - 19999	Ind,near dem	Protestant	Other lutheran	3
2000	Never married	23	White	Not applicable	Not str democrat	Catholic	Not applicable	3
2000	Married	61	White	Not applicable	Ind,near dem	Catholic	Not applicable	5
2000	Married	40	Black	$15000 - 19999	Independent	None	Not applicable	8
2000	Divorced	47	White	$25000 or more	Not str democrat	Catholic	Not applicable	1
2000	Never married	34	White	Not applicable	Independent	Catholic	Not applicable	2
2000	Married	35	White	$1000 to 2999	Not str republican	Catholic	Not applicable	NA
2000	Married	40	White	$10000 - 14999	Independent	Protestant	Presbyterian c in us	NA
2000	Never married	50	White	$25000 or more	Strong democrat	Catholic	Not applicable	NA
2000	Never married	30	White	$25000 or more	Independent	Catholic	Not applicable	NA
2000	Married	48	White	$20000 - 24999	Independent	Catholic	Not applicable	2
2000	Married	48	White	$10000 - 14999	Independent	Protestant	United methodist	2
2000	Married	40	White	$25000 or more	Independent	Catholic	Not applicable	2
2000	Married	33	White	$25000 or more	Strong republican	Catholic	Not applicable	1
2000	Divorced	40	White	$10000 - 14999	Independent	Protestant	Other methodist	NA
2000	Never married	19	White	$8000 to 9999	Not str republican	Catholic	Not applicable	NA
2000	Married	38	White	$25000 or more	Not str republican	Catholic	Not applicable	2
2000	Never married	25	Black	$25000 or more	Not str democrat	Protestant	Other	2
2000	Never married	22	Black	Not applicable	Independent	None	Not applicable	3
2000	Separated	26	White	$3000 to 3999	Not str democrat	Protestant	Other	NA
2000	Divorced	56	White	$5000 to 5999	Ind,near dem	Protestant	Baptist-dk which	2
2000	Never married	22	White	Not applicable	Strong democrat	None	Not applicable	6
2000	Never married	26	Black	Not applicable	Independent	None	Not applicable	NA
2000	Never married	19	Black	Not applicable	Ind,near dem	None	Not applicable	NA
2000	Separated	43	Black	$10000 - 14999	Ind,near dem	Protestant	Other	5
2000	Married	51	Black	Not applicable	Not str democrat	Protestant	Baptist-dk which	NA
2000	Married	43	White	$25000 or more	Independent	None	Not applicable	1
2000	Divorced	43	White	$20000 - 24999	Not str democrat	Protestant	Other	1
2000	Married	31	White	$1000 to 2999	Not str democrat	Protestant	Other	1
2000	Married	72	White	Not applicable	Not str republican	Protestant	Other	2
2000	Married	71	White	Not applicable	Strong democrat	Protestant	Southern baptist	NA
2000	Married	63	White	$15000 - 19999	Not str republican	Protestant	Baptist-dk which	1
2000	Married	24	White	$3000 to 3999	Not str republican	Protestant	Other	NA
2000	Separated	40	White	$20000 - 24999	Strong democrat	Protestant	Southern baptist	0
2000	Divorced	42	White	$4000 to 4999	Ind,near rep	Protestant	Other presbyterian	NA
2000	Never married	70	White	Not applicable	Ind,near dem	Protestant	Presbyterian, merged	NA
2000	Divorced	36	Black	$20000 - 24999	Ind,near rep	Protestant	Am bapt ch in usa	6
2000	Married	32	White	$25000 or more	Not str republican	Protestant	Other	2
2000	Divorced	67	White	Not applicable	Strong democrat	Protestant	United methodist	4
2000	Married	31	Black	Not applicable	Strong democrat	Protestant	Other baptists	2
2000	Divorced	53	Black	Not applicable	Ind,near rep	Protestant	Other baptists	NA
2000	Never married	33	White	$25000 or more	Not str republican	Protestant	United methodist	1
2000	Never married	44	White	$8000 to 9999	Not str republican	Catholic	Not applicable	4
2000	Married	40	Black	$25000 or more	Strong democrat	Protestant	Other baptists	2
2000	Never married	22	White	$10000 - 14999	Independent	Protestant	Southern baptist	3
2000	Married	27	White	$15000 - 19999	Not str republican	Catholic	Not applicable	1
2000	Never married	34	White	$20000 - 24999	Independent	None	Not applicable	4
2000	Widowed	66	White	Not applicable	Not str republican	Protestant	Baptist-dk which	NA
2000	Widowed	24	Black	$5000 to 5999	Strong democrat	Protestant	Baptist-dk which	10
2000	Never married	44	Black	Refused	Not str democrat	Protestant	Baptist-dk which	NA
2000	Married	38	Black	Not applicable	Ind,near rep	Protestant	Southern baptist	4
2000	Separated	46	Black	$10000 - 14999	Ind,near dem	Protestant	Baptist-dk which	NA
2000	Married	40	Black	$15000 - 19999	Ind,near dem	None	Not applicable	1
2000	Married	75	White	Not applicable	Strong democrat	Protestant	Southern baptist	NA
2000	Married	61	White	Not applicable	Not str democrat	Protestant	Southern baptist	4
2000	Married	38	White	Lt $1000	Independent	Protestant	Other	4
2000	Widowed	70	White	Not applicable	Not str republican	Protestant	Southern baptist	1
2000	Never married	33	White	$3000 to 3999	Independent	None	Not applicable	1
2000	Married	38	White	$15000 - 19999	Not str democrat	Catholic	Not applicable	2
2000	Married	50	White	Refused	Strong democrat	Protestant	Southern baptist	NA
2000	Divorced	36	White	$25000 or more	Strong republican	Protestant	Southern baptist	2
2000	Married	80	White	Not applicable	Ind,near dem	None	Not applicable	NA
2000	Never married	34	White	$25000 or more	Not str republican	Protestant	Southern baptist	2
2000	Married	73	White	Not applicable	Strong republican	Protestant	United methodist	1
2000	Married	69	White	$25000 or more	Strong republican	Catholic	Not applicable	2
2000	Widowed	88	White	Not applicable	Strong republican	Protestant	Episcopal	3
2000	Married	46	White	$15000 - 19999	Not str republican	Protestant	Other	4
2000	Married	42	Black	Not applicable	Not str democrat	Protestant	Other	5
2000	Widowed	84	White	Not applicable	Strong republican	Protestant	Southern baptist	1
2000	Married	30	White	$25000 or more	Independent	Protestant	Other	4
2000	Married	33	Black	$8000 to 9999	Not str republican	Protestant	Baptist-dk which	4
2000	Widowed	47	White	$25000 or more	Not str democrat	Protestant	United methodist	3
2000	Married	42	White	$25000 or more	Ind,near rep	Protestant	Am lutheran	NA
2000	Never married	24	White	$10000 - 14999	Not str republican	Protestant	Methodist-dk which	NA
2000	Separated	74	White	Not applicable	Ind,near dem	Protestant	No denomination	NA
2000	Married	48	Black	$25000 or more	Not str democrat	Protestant	No denomination	NA
2000	Never married	23	White	$10000 - 14999	Independent	Catholic	Not applicable	3
2000	Never married	30	White	$25000 or more	Not str republican	Catholic	Not applicable	1
2000	Never married	24	White	$10000 - 14999	Ind,near rep	Protestant	Other	5
2000	Married	50	Black	$20000 - 24999	Independent	Protestant	Episcopal	2
2000	Married	33	White	$25000 or more	Independent	Protestant	Southern baptist	NA
2000	Married	22	White	Not applicable	Independent	Protestant	No answer	10
2000	Never married	32	White	$25000 or more	Strong democrat	Protestant	Presbyterian-dk wh	NA
2000	Married	66	Black	$25000 or more	Strong democrat	Protestant	Southern baptist	NA
2000	Divorced	48	White	$25000 or more	Ind,near rep	Protestant	Presbyterian-dk wh	1
2000	Married	42	White	$25000 or more	Not str republican	Protestant	Wi evan luth synod	3
2000	Married	38	White	$25000 or more	Strong republican	Catholic	Not applicable	NA
2000	Married	66	White	Not applicable	Strong democrat	Catholic	Not applicable	4
2000	Married	40	White	$7000 to 7999	Ind,near rep	Protestant	Other methodist	5
2000	Married	62	White	$25000 or more	Strong republican	Protestant	Other baptists	2
2000	Divorced	41	White	$25000 or more	Strong democrat	Protestant	Southern baptist	1
2000	Never married	41	White	$25000 or more	Strong republican	Protestant	Presbyterian, merged	1
2000	Never married	29	White	$20000 - 24999	Not str republican	Protestant	Presbyterian c in us	2
2000	Never married	25	White	$8000 to 9999	Not str democrat	Protestant	United pres ch in us	NA
2000	Never married	29	White	$25000 or more	Ind,near dem	Protestant	Episcopal	NA
2000	Divorced	30	White	$25000 or more	Independent	Protestant	Southern baptist	1
2000	Divorced	48	White	$25000 or more	Ind,near dem	None	Not applicable	2
2000	Married	27	Black	Refused	Not str democrat	Protestant	Afr meth ep zion	1
2000	Never married	39	White	$25000 or more	Not str democrat	Protestant	Southern baptist	2
2000	Divorced	49	White	$20000 - 24999	Ind,near rep	Protestant	Other	1
2000	Never married	23	White	$25000 or more	Ind,near dem	Protestant	Evangelical luth	2
2000	Never married	27	White	$15000 - 19999	Independent	Protestant	Nat bapt conv usa	NA
2000	Never married	34	Black	$25000 or more	Ind,near dem	Protestant	Southern baptist	1
2000	Married	52	White	$25000 or more	Not str republican	Protestant	Southern baptist	NA
2000	Never married	55	White	$25000 or more	Strong democrat	Catholic	Not applicable	1
2000	Married	26	White	$6000 to 6999	Not str democrat	Catholic	Not applicable	NA
2000	Never married	25	White	$20000 - 24999	Not str democrat	Protestant	United methodist	6
2000	Married	81	White	Not applicable	Strong republican	Protestant	Other baptists	NA
2000	Never married	23	White	$25000 or more	Independent	None	Not applicable	3
2000	Divorced	40	White	$10000 - 14999	Independent	Protestant	Lutheran-mo synod	1
2000	Married	32	White	$25000 or more	Strong republican	Protestant	No denomination	NA
2000	Never married	26	White	$20000 - 24999	Independent	Protestant	Lutheran-dk which	NA
2000	Divorced	60	White	$25000 or more	Independent	None	Not applicable	1
2000	Divorced	66	White	$15000 - 19999	Not str republican	Catholic	Not applicable	NA
2000	Married	58	White	$25000 or more	Ind,near rep	Protestant	United methodist	4
2000	Divorced	NA	Black	$20000 - 24999	Strong democrat	Catholic	Not applicable	NA
2000	Separated	53	Black	$10000 - 14999	Strong democrat	Protestant	Southern baptist	5
2000	Married	73	White	Not applicable	Strong democrat	Catholic	Not applicable	NA
2000	Married	76	White	Not applicable	Strong democrat	Catholic	Not applicable	5
2000	Married	52	White	$25000 or more	Ind,near dem	Protestant	Other methodist	2
2000	Married	34	White	Not applicable	Not str democrat	Catholic	Not applicable	6
2000	Married	44	Black	$25000 or more	Strong democrat	Protestant	Other	2
2000	Married	34	White	Not applicable	Not str republican	Catholic	Not applicable	NA
2000	Married	36	White	Not applicable	Ind,near rep	Protestant	Other	0
2000	Never married	64	White	Not applicable	Not str republican	None	Not applicable	NA
2000	Never married	22	White	$15000 - 19999	Strong democrat	Catholic	Not applicable	3
2000	Widowed	45	Black	$15000 - 19999	Not str democrat	None	Not applicable	8
2000	Never married	23	Black	Not applicable	Independent	Protestant	Baptist-dk which	4
2000	Separated	25	Black	$20000 - 24999	Independent	None	Not applicable	NA
2000	Divorced	33	Black	$10000 - 14999	Ind,near dem	Protestant	Baptist-dk which	8
2000	Married	43	White	$25000 or more	Independent	None	Not applicable	5
2000	Married	47	White	$25000 or more	Not str republican	Protestant	Baptist-dk which	NA
2000	Married	48	White	$25000 or more	Strong republican	Protestant	United methodist	1
2000	Married	42	White	$25000 or more	Independent	Catholic	Not applicable	1
2000	Married	53	White	Not applicable	Not str republican	Protestant	Am baptist asso	NA
2000	Married	73	White	Not applicable	Strong democrat	Protestant	Other	NA
2000	Married	28	White	$25000 or more	Not str republican	Protestant	Am baptist asso	1
2000	Never married	38	White	$25000 or more	Ind,near dem	None	Not applicable	2
2000	Never married	25	White	$20000 - 24999	Ind,near dem	None	Not applicable	NA
2000	Married	60	White	$10000 - 14999	Not str republican	Protestant	Other baptists	2
2000	Never married	31	Black	$25000 or more	Independent	Protestant	Baptist-dk which	5
2000	Married	57	Black	Not applicable	Independent	Protestant	Southern baptist	5
2000	Married	52	White	$25000 or more	Not str republican	Protestant	No denomination	2
2000	Never married	21	Black	$3000 to 3999	Not str democrat	Protestant	Am bapt ch in usa	4
2000	Married	42	White	$10000 - 14999	Strong democrat	Protestant	Other	NA
2000	Married	34	White	Not applicable	Not str republican	Protestant	Other	1
2000	Married	48	White	Not applicable	Independent	Protestant	Am lutheran	3
2000	Married	56	White	$25000 or more	Independent	None	Not applicable	3
2000	Never married	32	White	$25000 or more	Ind,near rep	None	Not applicable	NA
2000	Married	59	White	$25000 or more	Strong republican	Protestant	United pres ch in us	NA
2000	Married	59	White	Not applicable	Not str republican	Protestant	United methodist	1
2000	Never married	43	Black	Not applicable	Strong democrat	Catholic	Not applicable	12
2000	Widowed	73	White	Not applicable	Not str democrat	Protestant	No denomination	NA
2000	Never married	24	White	Not applicable	Ind,near dem	Protestant	Other baptists	1
2000	Never married	30	White	$25000 or more	Ind,near dem	Catholic	Not applicable	2
2000	Divorced	74	White	Not applicable	Not str republican	Protestant	Presbyterian, merged	NA
2000	Never married	29	Black	$25000 or more	Not str democrat	Protestant	Southern baptist	2
2000	Never married	34	White	Not applicable	Not str democrat	Protestant	Episcopal	3
2000	Never married	24	White	$10000 - 14999	Ind,near rep	Catholic	Not applicable	2
2000	Divorced	30	White	$25000 or more	Not str republican	Catholic	Not applicable	0
2000	Married	58	White	$25000 or more	Ind,near rep	Catholic	Not applicable	3
2000	Married	37	White	$15000 - 19999	Strong republican	Catholic	Not applicable	NA
2000	Married	23	White	$1000 to 2999	Ind,near rep	None	Not applicable	1
2000	Divorced	56	White	$25000 or more	Not str republican	Catholic	Not applicable	2
2000	Never married	32	White	Not applicable	Independent	Catholic	Not applicable	3
2000	Married	28	White	$25000 or more	Ind,near dem	Catholic	Not applicable	NA
2000	Married	52	White	$15000 - 19999	Not str republican	Protestant	United methodist	1
2000	Divorced	40	White	$10000 - 14999	Strong republican	Protestant	Southern baptist	4
2000	Married	57	White	Not applicable	Not str republican	Protestant	Baptist-dk which	NA
2000	Divorced	31	White	$15000 - 19999	Not str republican	Protestant	Baptist-dk which	2
2000	Widowed	25	White	$25000 or more	Not str republican	Protestant	Southern baptist	4
2000	Never married	19	White	$1000 to 2999	Not str republican	Catholic	Not applicable	NA
2000	Divorced	55	White	$20000 - 24999	Ind,near rep	Protestant	Presbyterian c in us	NA
2000	Married	27	White	$20000 - 24999	Not str democrat	Protestant	No denomination	4
2000	Divorced	49	White	Not applicable	Not str democrat	Protestant	No denomination	2
2000	Never married	37	Black	$25000 or more	Independent	None	Not applicable	3
2000	Separated	32	White	$20000 - 24999	Independent	None	Not applicable	12
2000	Married	32	White	$4000 to 4999	Independent	None	Not applicable	2
2000	Divorced	69	White	$10000 - 14999	Independent	None	Not applicable	2
2000	Widowed	50	White	$25000 or more	Not str republican	Catholic	Not applicable	NA
2000	Married	47	White	$25000 or more	Not str republican	Catholic	Not applicable	NA
2000	Widowed	74	White	Not applicable	Strong democrat	Catholic	Not applicable	NA
2000	Married	46	White	$25000 or more	Not str democrat	None	Not applicable	3
2000	Married	36	White	Not applicable	Independent	None	Not applicable	NA
2000	Married	56	White	$25000 or more	Strong democrat	Protestant	Southern baptist	2
2000	Married	37	White	Not applicable	Ind,near rep	Protestant	No denomination	NA
2000	Married	NA	White	Refused	Strong democrat	Protestant	Am lutheran	NA
2000	Married	42	White	$25000 or more	Not str republican	Protestant	United methodist	1
2000	Divorced	76	White	Not applicable	Strong democrat	Catholic	Not applicable	6
2000	Widowed	52	White	Not applicable	Not str democrat	Catholic	Not applicable	3
2000	Divorced	88	White	Not applicable	Not str republican	Protestant	Other	NA
2000	Never married	65	White	Not applicable	Ind,near rep	Protestant	Other	5
2000	Divorced	44	White	$25000 or more	Not str republican	Protestant	United methodist	5
2000	Never married	34	White	$20000 - 24999	Strong republican	Catholic	Not applicable	NA
2000	Never married	56	White	$25000 or more	Strong democrat	Catholic	Not applicable	2
2000	Married	59	White	Not applicable	Ind,near dem	Protestant	Other baptists	2
2000	Never married	26	White	$20000 - 24999	Not str republican	None	Not applicable	6
2000	Married	29	Black	$15000 - 19999	Not str democrat	Protestant	Other	NA
2000	Divorced	56	White	$25000 or more	Strong democrat	None	Not applicable	1
2000	Divorced	31	White	$25000 or more	Independent	Catholic	Not applicable	NA
2000	Married	58	White	$20000 - 24999	Not str democrat	Catholic	Not applicable	NA
2000	Divorced	47	White	$25000 or more	Strong republican	Catholic	Not applicable	4
2000	Never married	47	White	$25000 or more	Independent	Protestant	Other	3
2000	Divorced	37	White	$10000 - 14999	Strong republican	Protestant	United methodist	4
2000	Married	42	White	$15000 - 19999	Independent	None	Not applicable	NA
2000	Separated	34	Black	$10000 - 14999	Independent	Protestant	Other	2
2000	Married	39	Black	$10000 - 14999	Independent	Protestant	No denomination	2
2000	Married	43	Black	Lt $1000	Independent	Protestant	Nat bapt conv usa	3
2000	Married	38	White	$15000 - 19999	Independent	None	Not applicable	NA
2000	Married	44	Black	Lt $1000	Not str democrat	Protestant	Nat bapt conv usa	8
2000	Married	54	White	Not applicable	Not str democrat	Protestant	Southern baptist	4
2000	Married	45	Black	Not applicable	Not str republican	Protestant	Other	1
2000	Divorced	46	White	$20000 - 24999	Ind,near rep	Protestant	Southern baptist	3
2000	Never married	21	White	Don't know	Ind,near rep	Protestant	Other	2
2000	Never married	26	White	$20000 - 24999	Independent	None	Not applicable	NA
2000	Married	34	White	Refused	Strong democrat	Protestant	Southern baptist	NA
2000	Never married	85	White	Not applicable	Not str democrat	Protestant	Other	6
2000	Widowed	85	White	Not applicable	Strong republican	Protestant	Southern baptist	NA
2000	Divorced	73	Black	Not applicable	Strong democrat	Protestant	Southern baptist	NA
2000	Separated	49	Black	$25000 or more	Not str democrat	Protestant	Am baptist asso	5
2000	Married	58	Black	$20000 - 24999	Strong democrat	Protestant	Baptist-dk which	2
2000	Never married	44	Black	Not applicable	Not str democrat	Protestant	Nat bapt conv of am	4
2000	Never married	28	Black	$10000 - 14999	Not str democrat	Protestant	Other	1
2000	Married	61	Black	Not applicable	Independent	Protestant	Other	2
2000	Widowed	72	Black	Not applicable	Strong democrat	Protestant	United methodist	4
2000	Never married	44	White	Not applicable	Strong democrat	Protestant	Other	1
2000	Never married	36	White	$7000 to 7999	Ind,near dem	None	Not applicable	4
2000	Never married	20	White	$8000 to 9999	Not str republican	Protestant	Baptist-dk which	NA
2000	Never married	44	White	$15000 - 19999	Not str democrat	Protestant	No denomination	NA
2000	Never married	21	White	Not applicable	Not str democrat	Catholic	Not applicable	NA
2000	Never married	29	White	$7000 to 7999	Not str democrat	Catholic	Not applicable	NA
2000	Married	52	White	$25000 or more	Ind,near rep	Protestant	United methodist	NA
2000	Married	35	White	$25000 or more	Not str democrat	None	Not applicable	2
2000	Divorced	66	White	Not applicable	Independent	None	Not applicable	4
2000	Married	38	White	$25000 or more	Ind,near dem	None	Not applicable	4
2000	Never married	33	White	Not applicable	Not str democrat	Protestant	Baptist-dk which	NA
2000	Separated	36	White	$8000 to 9999	Independent	None	Not applicable	1
2000	Married	57	White	$25000 or more	Ind,near rep	Catholic	Not applicable	4
2000	Married	71	White	Not applicable	Strong democrat	Catholic	Not applicable	2
2000	Widowed	76	White	Not applicable	Ind,near dem	None	Not applicable	NA
2000	Married	54	White	Not applicable	Strong republican	Protestant	Other presbyterian	NA
2000	Widowed	48	White	$25000 or more	Not str democrat	Catholic	Not applicable	1
2000	Married	49	White	$25000 or more	Not str republican	None	Not applicable	2
2000	Widowed	72	White	Not applicable	Ind,near dem	Protestant	Other	5
2000	Never married	55	White	Not applicable	Not str democrat	Catholic	Not applicable	8
2000	Divorced	67	White	$10000 - 14999	Not str republican	Protestant	Baptist-dk which	NA
2000	Divorced	66	White	$8000 to 9999	Not str democrat	Protestant	No denomination	1
2000	Married	62	White	$25000 or more	Strong democrat	Protestant	Presbyterian c in us	3
2000	Married	42	White	$5000 to 5999	Strong democrat	Catholic	Not applicable	NA
2000	Never married	61	White	Refused	Not str republican	Protestant	United methodist	3
2000	Married	71	White	Not applicable	Ind,near dem	Catholic	Not applicable	NA
2000	Widowed	77	White	Not applicable	Ind,near rep	Catholic	Not applicable	6
2000	Married	52	White	$15000 - 19999	Ind,near rep	Catholic	Not applicable	3
2000	Married	30	White	$25000 or more	Strong republican	Protestant	Am baptist asso	2
2000	Married	37	White	$25000 or more	Ind,near rep	Protestant	No denomination	NA
2000	Never married	23	White	$10000 - 14999	Not str democrat	Protestant	United methodist	4
2000	Divorced	43	White	$20000 - 24999	Ind,near dem	Catholic	Not applicable	NA
2000	Never married	43	White	Not applicable	Strong democrat	None	Not applicable	NA
2000	Never married	41	White	Refused	Strong democrat	Protestant	Lutheran-mo synod	2
2000	Never married	41	Black	$25000 or more	Not str democrat	None	Not applicable	4
2000	Never married	19	Black	Lt $1000	Strong democrat	Protestant	Baptist-dk which	3
2000	Married	89	Black	Not applicable	Strong democrat	Protestant	Nat bapt conv usa	3
2000	Widowed	79	Black	Refused	Strong democrat	Protestant	Other baptists	4
2000	Widowed	71	Black	$4000 to 4999	Strong democrat	Protestant	Afr meth episcopal	NA
2000	Separated	40	Black	$10000 - 14999	Not str democrat	Protestant	Baptist-dk which	NA
2000	Widowed	67	Black	Not applicable	Strong democrat	Protestant	Baptist-dk which	NA
2000	Never married	23	Black	$20000 - 24999	Not str democrat	Protestant	Episcopal	4
2000	Widowed	79	Black	Not applicable	Ind,near rep	Protestant	Episcopal	4
2000	Divorced	39	White	Not applicable	Independent	Catholic	Not applicable	1
2000	Divorced	67	White	Not applicable	Not str democrat	Catholic	Not applicable	2
2000	Married	38	White	$25000 or more	Strong democrat	None	Not applicable	0
2000	Married	67	White	Not applicable	Ind,near rep	Catholic	Not applicable	NA
2000	Never married	26	White	$25000 or more	Ind,near rep	Protestant	Am bapt ch in usa	NA
2000	Married	68	White	$25000 or more	Ind,near rep	Protestant	Am bapt ch in usa	NA
2000	Divorced	47	White	Not applicable	Independent	None	Not applicable	1
2000	Never married	22	White	$15000 - 19999	Not str republican	Catholic	Not applicable	NA
2000	Married	54	White	$10000 - 14999	Ind,near dem	Protestant	No denomination	1
