gene,log2FC,pvalue
ATP8,-0.084279939,0.44658105
PCAT6,0.413847789,0.099116571
TBX18-AS1,-0.941274421,0.18275878
BMS1P17,-0.384586616,0.797442642
C19orf24,0.028849071,0.85036365
MIR646HG,0.584290643,0.48030488
LINC01635,-0.499564414,0.695588484
LOC105378663,0.385501744,0.242992496
SDAD1P1,0.22921822,0.274533381
LINC01546,0.348695092,0.834558356
OST4,0.09628289,0.335945407
C2orf92,0.083519411,0.808967293
LINC01013,2.169955027,0.035909288
MIR34AHG,1.14274835,0.484088282
CCDC183-AS1,0.584300021,0.124654025
NUTM2E,0.04920991,0.788222877
FNDC10,-0.47070167,0.017373178
LOC100287049,-1.143494339,0.084721312
HDAC2-AS2,0.086517087,0.887231358
LOC105376527,-1.049042239,0.550999878
PROB1,-0.257361507,0.422961316
CES1P1,0.041480124,0.698119702
LOC107987423,0.041480124,0.698119702
ARL17B,0.38065431,0.081044502
LOC100996709,0.38065431,0.081044502
TNKS2-AS1,-0.111063843,0.900893596
DHFR,0.284560791,0.075175744
LIMS1-AS1,0.721598732,0.687028262
WEE2-AS1,0.638166816,0.093584761
LINC00954,1.797073955,0.028099582
NLGN4Y-AS1,-0.816536045,0.576727104
HCG22,-0.390036953,0.858192609
LINC01128,-0.350701488,0.009556328
PIK3IP1-AS1,-1.056404123,0.299673943
UBAC2-AS1,0.748426006,0.194810994
LOC389199,-0.217421128,0.902815605
RPL41,0.065834655,0.440676449
VIM-AS1,-0.395038749,0.529809382
EPHA1-AS1,-0.683661498,0.384754674
GS1-124K5.11,-0.071025068,0.683021937
PGA4,0.994405118,0.144065568
LINC00242,0.453374559,0.459545877
TTTY10,-1.165051164,0.348978362
SNHG31,-0.054607293,0.916641945
RFPL4AL1,0.473532377,0.890510953
LINC00452,-3.053263995,0.005596098
LINC01715,0.14139858,0.892758208
RALGAPA1P1,-0.156851219,0.303591949
LOC101927745,0.330822506,0.61280632
LOC105369302,0.330822506,0.61280632
PATL2,1.150610113,0.00870968
LINC01204,0.487701093,0.504299025
ACVR2B-AS1,0.182945518,0.745504615
MBNL1-AS1,-0.738328994,2.29E-10
MYOSLID,-3.184109962,0.002239113
ZNF492,1.209757847,0.339117846
LOC101929460,1.149464408,0.328142394
UBE2Q1-AS1,-0.595892682,0.534213353
XIST,0.105957777,0.962124914
ZNF688,0.219134698,0.221417504
PET100,-0.708649656,0.057587322
EMX2OS,-0.065531344,0.972418339
PGA3,1.442328387,0.007953131
STEAP3-AS1,0.358198329,0.718524243
OGFR-AS1,-0.551480374,0.349440016
LINC01315,0.614605197,0.194109149
GK3P,-0.545893238,0.358872044
LOC101929901,2.943661336,0.104404437
FAM90A26,0.785701147,0.659211269
FLJ31356,-0.810858204,0.084771519
ZRANB2-AS2,0.879127791,0.198318534
TOB1-AS1,-0.142937722,0.848886964
ALMS1-IT1,-1.213917074,0.392214149
ANKRD36BP2,2.350520526,0.109788375
LOC101928626,0.022587603,0.97252704
PRRT3-AS1,0.132532233,0.89768197
ACBD6,0.491317006,0.047793012
LHX4-AS1,0.491317006,0.047793012
HOXB-AS1,-0.748681126,0.07698609
LOC100133286,-1.123953799,0.317695593
XXYLT1-AS2,-0.284454641,0.555740813
LOC100506679,-0.248375753,0.728258096
EXOSC10-AS1,-1.012951056,0.464413487
TPI1P2,0.293110501,0.705887113
FAM41C,0.563721644,0.481338887
LINC00595,1.649724949,1.36E-05
LINC00856,1.649724949,1.36E-05
EMC1-AS1,0.810011281,0.336271884
LRRC37A6P,1.643761109,0.11197317
ANKRD18B,0.916989125,0.32476211
PSMG3-AS1,0.364549894,0.018787683
PPP5D1,0.509220078,0.252729196
THAP7-AS1,0.095049967,0.816358473
MBD3L2,-1.322225811,0.670891154
CCDC192,-0.38440483,0.586962806
ZNF32-AS2,0.876155579,0.099061804
GTF2IRD1P1,-0.441830012,0.755578395
FTX,0.417622526,0.085057385
KLHL7-DT,-0.010752776,0.990724332
CEACAM22P,-1.170873428,0.494802161
SETSIP,-0.314135395,0.625002254
LOC339666,-1.164860487,0.369133933
MEIS1-AS2,0.804020543,0.431537105
ZNF341-AS1,0.115087281,0.918194406
YY2,0.294703219,0.401963209
ZNF674-AS1,0.200412927,0.510929736
LINC02541,0.838308859,0.611690092
HSBP1,-0.129667842,0.147857456
LINC00271,1.317105565,0.078817279
LOC100506801,-0.436520612,0.734491846
LOC101927377,0.276532888,0.813543165
HAR1B,0.1733315,0.91795159
KLF3-AS1,0.765792041,0.095258598
LINC00852,0.150764892,0.877500539
SPRY4-AS1,0.084568971,0.920691177
APCDD1L-DT,1.661670774,0.011710381
MANCR,-2.089300235,0.029288255
LOC653712,0.46704289,0.380194834
MAP4K3-DT,-0.522975453,9.30E-05
LINC01816,-0.081740695,0.946129369
WARS2-AS1,-0.050561262,0.778196134
HLA-DPA1,0.013017005,0.969797426
LINC01750,-1.079247243,0.225714731
RPS18,0.025514082,0.780618823
FAM225A,0.127925293,0.692880804
LINC00278,-0.633538685,0.41249635
LINC02015,-1.144160036,0.000775639
FAHD2CP,0.075351421,0.700663831
SNORD62B,0.355713228,0.758152164
DLEU2,0.152906704,0.767878259
LOC100132215,0.041380534,0.902238264
LUARIS,2.123661051,0.263927427
LOC101928489,-0.11980709,0.824800839
COA6-AS1,0.556741436,0.336881385
LINC00574,-0.683642342,0.582005231
LINC-PINT,-0.296047687,0.136480483
TMSB15B-AS1,0.992984178,0.314908538
LINC01273,-0.216075145,0.726363985
EMBP1,0.506660384,0.450842471
LINC01354,0.400402144,0.289025511
DBIL5P,1.264375058,0.096319723
PIK3CD-AS2,0.331655589,0.314703545
UTAT33,0.627024957,0.697438777
CYP21A2,3.259224023,0.020701705
TRAF3IP2-AS1,-0.160933486,0.471827049
DARS-AS1,0.261706277,0.648493924
IDH1-AS1,-0.376696873,0.709800612
PSG1,1.072951404,6.96E-08
TAPBP,-0.047499377,0.618528278
PGM5P4-AS1,0.687724253,0.005638878
HS1BP3-IT1,0.090495633,0.909800348
LOC101929231,0.119049906,0.895247536
PPP1R2B,0.307933266,0.373783042
LRRC8C-DT,-0.408584313,0.523020044
LEF1-AS1,0.166216711,0.89056695
ZBED9,0.473871386,0.541492912
LINC01798,0.313265451,0.580844325
LOC100132077,0.157474356,0.687363241
TMEM253,0.701728578,0.309627703
LINC01697,-0.092545536,0.928244548
RPS6KA2-IT1,-0.75235132,0.226563171
RFX3-AS1,0.869472878,0.21752927
TMA7,-0.325095236,0.0288102
MCTS1,0.153372495,0.244061551
RAP2C-AS1,-0.13705569,0.502263478
MTRNR2L4,0.225668161,0.877789603
LINC00865,0.391032763,0.289545417
LINC02043,1.232875972,0.246162289
GNG12-AS1,0.619856273,0.036228028
SEMA3B-AS1,1.149192945,0.189683927
LOC101928386,0.221241654,0.891121765
SMIM26,-0.115867795,0.38986848
AJM1,0.069411822,0.851191209
MHENCR,0.1885357,0.606920114
LOC105378753,0.264136531,0.524621755
TGFB2-AS1,1.998039458,0.029433277
LOC100996732,0.163680951,0.222199539
LOC100289473,-0.947291274,0.420954567
KIAA1614-AS1,1.239031339,0.312807367
LINC01431,0.503130065,0.621801017
GOLGA8N,0.347992677,0.016101276
LINC00665,0.21719136,0.212568689
KIZ-AS1,-0.089905202,0.902551176
LOC101926943,0.667096428,0.486665115
LOC100506178,0.601593954,0.633757206
FLJ22447,0.393368846,0.542155319
BMS1P22,-0.12701675,0.681946916
RPS2P32,-0.051151285,0.936393381
PET117,-0.92926644,0.261400445
PTGES2-AS1,-0.151140333,0.847145998
LYRM9,0.334346132,0.129926502
SMG7-AS1,0.472468092,0.504259837
SEC1P,2.321551894,0.018887793
DPYD-AS1,0.259423765,0.887566934
DLGAP4-AS1,0.822397482,0.549555159
RPL23AP87,0.498749292,0.005109918
HCG25,0.446558301,0.521783416
SNHG15,-0.122782012,0.632905975
CYP1B1-AS1,-0.035943363,0.947145934
LINC00327,0.40836643,0.317770365
MIR3936HG,0.122316172,0.860494042
LOC101927560,-0.073961746,0.9622672
LINC01725,-0.073961746,0.9622672
SNHG7,0.14694159,0.222721607
ERVH48-1,-0.352633535,0.825470365
ZFY-AS1,-0.885403764,0.577575558
LINC01271,2.628557481,0.163797037
RAB6D,-0.144762663,0.494880216
LOC339260,0.249118096,0.7768802
CCDC144NL-AS1,0.249118096,0.7768802
HOXB-AS3,-0.096200884,0.697214939
CTAGE7P,0.096178285,0.858943983
LOC107985040,0.86011211,0.546420837
RNF224,-0.135477399,0.845868455
LOC100996842,0.149451147,0.567237628
LINC00472,-0.626392304,0.124460884
GPX1,-0.358611313,0.000116616
OSTN-AS1,2.00283176,0.268007965
USP32P2,0.252528181,0.63888909
GTF2IP4,-0.078094899,0.366272784
NKAPP1,0.128218376,0.807373971
LINC01719,-0.518850243,0.023479522
HOTAIRM1,-0.384333613,0.048707247
BTBD18,-0.140354405,0.904153922
TMEM238,-0.030031803,0.983334063
ZNF197-AS1,0.1188147,0.924286654
LINC01638,2.008308893,0.136588688
ZNF529-AS1,0.005739966,0.985818691
B4GALT1-AS1,0.093350302,0.818834353
LINC02609,-0.328063904,0.665329061
ERI3-IT1,0.462679484,0.635436371
TWIST2,-0.706653566,2.84E-08
DDX11L10,-0.105286468,0.8711861
LINC01137,0.021637403,0.942126823
CYP2T1P,-0.042989892,0.9042747
ANAPC1P1,0.01614357,0.956655851
LINC00367,0.214273377,0.864318573
TRIM49D2,-1.343293022,0.654051209
LINC01237,-0.764137884,0.319206118
HIST1H2BN,-0.013270312,0.979219605
LINC01503,0.961495121,4.94E-06
RPS28,0.05687613,0.603324587
UQCRHL,0.089200809,0.664774971
EIF2AK3-DT,1.029070842,0.014499787
TPRG1-AS1,-0.113011021,0.95180214
RPL13AP6,-0.887475448,0.23780261
TRIM26,-0.022703024,0.821243943
LINC02535,0.782706097,0.410973712
PABPC5-AS1,0.145900512,0.927303621
RNASEH1-AS1,-0.031762456,0.89704145
LIX1L-AS1,0.246248453,0.786652889
ZNF879,0.273611064,0.254887534
H2BFS,-0.025155616,0.917211374
LOC101928000,-0.377674078,0.434684325
LOC349160,-0.694102988,0.676444106
LINC01914,-1.025500468,0.040708959
LINC01426,-0.277687289,0.512021184
USP27X-AS1,0.130559466,0.762278831
CCDC188,-0.880673868,0.156511531
ZNF37BP,0.178068626,0.088157359
LOC100129484,0.223731455,0.651287311
ZNF736,0.199151274,0.253642562
MAGI2-AS3,-0.212940881,0.020143804
PINLYP,0.056143118,0.824278059
ACBD3-AS1,-0.567530536,0.693414083
RPL34-AS1,1.370053937,0.231630933
SP2-AS1,0.373926384,0.248742277
RPL13AP20,-0.063489031,0.642202249
FAM133B,0.189444227,0.101351025
LNCTAM34A,0.446416748,0.091319574
CCT6P3,-0.043052285,0.848937604
MAPKAPK5-AS1,0.076694928,0.767686153
JRK,0.280185131,0.04084802
MED14OS,-0.671759713,0.526178547
SDCBP2-AS1,0.549648944,0.02543384
NPIPB2,-0.177533684,0.362129701
GAS5,0.070155406,0.517822518
HLA-B,0.258840212,0.003661432
C1orf140,-0.219695659,0.811913063
LINC02621,-0.029614931,0.97597967
C11orf94,-1.065509614,0.246959233
BNC2-AS1,0.316073949,0.533008377
LINC01135,0.603783424,0.476008469
LOC100507506,0.767404561,0.283082083
LINC01239,-0.015280642,0.958825721
HNRNPUL2-BSCL2,1.320525066,0.417876258
LINC00163,-3.396046259,0.006513102
MIR155HG,0.792947221,0.090018604
SOX9-AS1,1.342289001,0.155720297
LOC102723517,1.342289001,0.155720297
SNHG20,-0.159616346,0.596354643
LOC105373958,-1.184793016,0.446118918
SEMA3F-AS1,0.282056614,0.650207912
LOC100505635,-0.878099801,0.04073899
C19orf81,0.241965537,0.863116266
ID2-AS1,0.251122603,0.451604941
ANKRD65,-0.216783972,0.583374859
BRD3OS,0.207880393,0.064735475
ZSCAN31,1.722196312,4.70E-09
LOC100130548,-0.264575177,0.761289492
C12orf75,0.116536456,0.254557767
SMIM1,0.713647976,0.111171348
HGH1,-0.01375523,0.931613919
LINC00601,1.159764772,0.023866098
PPP1R3E,0.277731809,0.111232794
TSPY26P,0.639785239,0.000445782
ITGA9-AS1,0.8956375,0.023112347
SSR4P1,-0.393713454,0.370786271
RPEL1,0.296136298,0.5408282
SPAAR,-0.645954548,0.426457701
SNORA71B,-0.606499355,0.653348931
DPY19L2P4,-0.507396831,0.530412776
LINC01278,-0.133403713,0.280828728
LOC105370105,0.252220074,0.650828657
SMIM27,0.334026534,0.592378128
LOC729970,-0.581108904,0.001835688
CASP17P,0.677021307,0.090201715
LOC100506544,2.158670782,2.85E-07
HIPK1-AS1,1.280732337,0.3995948
MSC-AS1,0.119208959,0.362457535
NFAM1,1.291136436,0.234459444
GNAS-AS1,-0.033408404,0.965727391
POU5F1P3,0.705553175,0.522433763
FAM21EP,-0.011959666,0.961955395
LOC100507557,0.489532377,0.021959383
CYCSP52,-0.996365272,0.5788247
LINC00894,0.203982416,0.349626145
DICER1-AS1,0.091746643,0.774237159
KIAA0040,-2.353654895,1.71E-09
LINC00607,0.082495455,0.811545576
ADAM21P1,0.495273184,0.667039912
IFITM4P,0.242426208,0.767000299
OLMALINC,0.718829087,0.014030713
BHLHE40-AS1,1.850029324,0.182178718
B3GALT4,-0.551854246,0.000720608
GSN-AS1,0.788228654,0.009226528
LOC101927661,-3.862751524,0.0155916
TSPEAR-AS1,0.14190821,0.816617489
TM4SF19-AS1,0.228615764,0.834748248
LINC01564,0.638394555,0.704899516
CPB2-AS1,1.328907467,0.30284092
ASH1L-AS1,0.276759702,0.613693406
NEXN-AS1,-1.186096268,0.000376651
TTC28-AS1,0.200863845,0.310563116
UBOX5-AS1,-0.374053597,0.756750219
PNMA6A,0.505317427,0.049631174
LINC01814,-0.243544287,0.850680874
LOC100507477,-1.468451182,0.018807135
PRRX2-AS1,-1.279397924,0.521834259
LINC00445,-0.433948259,0.731614105
LOC101927630,-1.137235735,0.511903196
LINC01920,-0.213848986,0.882962781
MYCBP2-AS1,-0.48717378,0.800431549
LINC01447,1.975112948,0.112325295
COX10-AS1,-0.185431373,0.41778653
LINC02243,-0.452433866,0.736135345
LINC00545,0.165711624,0.89844289
ZBTB22,0.636727877,8.63E-08
SCN1A-AS1,-0.626561463,0.62650563
LOC102724058,-0.626561463,0.62650563
USP17L8,-1.950132508,0.344577338
TMEM147-AS1,-0.445576175,0.0261606
LINC01376,0.308937289,0.430730293
ZBED5,0.237036318,0.011478608
GUSBP5,-0.594141855,0.291775479
SLC12A9-AS1,-0.073267651,0.960981455
TRHDE-AS1,0.250297137,0.089552691
PPIAL4G,-0.001585309,0.99841479
CCDC200,0.694433454,0.227868079
LOC101927476,-0.601944752,0.550063368
VLDLR-AS1,0.689427642,0.073662984
LINC01134,0.065469769,0.910448999
LOC654841,-0.044703953,0.889623494
FAM157A,0.7966534,0.001068155
UBE2L5,-0.903233861,0.380350992
KCNMA1-AS1,-0.826315643,0.522549665
LINC00896,1.472782652,0.418142613
LINC01695,-0.493103666,0.510839163
RNF217-AS1,-0.824297405,0.010059671
RPL13AP5,0.015967806,0.865156708
STARD13-AS,-1.678879833,0.192229297
ZNF853,0.43532399,0.010740693
LOC101928530,1.004099584,0.529755326
PITPNA-AS1,0.040382346,0.958493396
ARHGEF38,1.645886371,0.256984866
LINC01844,-1.612246229,0.297973143
MKLN1-AS,-0.165111153,0.580763438
CTAGE9,-0.370605208,0.302529832
INTS6-AS1,0.568687253,0.15835606
LINC01829,1.08628402,0.529664483
ELOA-AS1,0.588897002,0.397170109
BCYRN1,0.549347106,0.071421614
LOC100134368,0.460941784,0.483744284
CBR3-AS1,0.132732613,0.795747935
LOC101929532,0.208438593,0.700223769
NIFK-AS1,0.242939592,0.332426547
LINC00106,0.660196959,0.082809968
LINC01554,-1.368040626,0.036828533
MIR600HG,0.039793932,0.940712043
LINC01852,0.776722597,0.152963853
BAALC-AS2,0.686720491,0.658884943
LOC101927964,-4.191517392,0.014685961
EDRF1-AS1,0.989983626,0.243606994
ZEB1-AS1,-0.351252053,0.067445378
NDUFA6-DT,0.609908298,3.64E-05
PRMT5-AS1,-1.371582683,0.338477851
HAND2-AS1,-1.383874693,0.166127126
ZNF503-AS2,0.885461471,0.001495669
B3GNT9,0.55562009,3.34E-06
LINC01797,1.922992031,0.082347034
NR2F1-AS1,0.457960016,0.000384077
CDKN2AIPNL,-0.342673679,0.019169046
ZNF295-AS1,0.877071154,0.571516415
MBD3L5,-1.028468539,0.690178463
LINC00987,0.970250627,0.293069349
SMG1P1,-0.04376267,0.75575815
TTN-AS1,0.100336141,0.75973488
LOC101927055,0.100336141,0.75973488
GS1-124K5.4,0.529836546,0.233477304
FTCD-AS1,-0.049019989,0.979761418
PITRM1-AS1,-0.168756857,0.736859063
MGC27382,0.227631311,0.877773148
LOC101928932,0.336023774,0.684998582
FOXD2-AS1,-0.333204386,0.29318227
ZNF737,0.565149911,0.030789967
RGL2,-0.021359691,0.826801479
LOC101928438,-0.73008915,0.605199342
LINC01637,-0.733609862,0.16582787
C10orf143,0.390668655,0.279870457
LOC100130476,-1.158192782,0.051629437
PKN2-AS1,1.497197465,0.373795603
UNC5B-AS1,-0.160857621,0.838279006
LINC00857,-0.032397717,0.864145314
LINC01497,1.218526795,0.216625296
PYY2,1.252503467,0.368582269
FAM138A,1.135974281,0.055460699
OXCT2P1,-0.477733614,0.138505146
KIFC1,0.195538276,0.620148314
LOC101929705,0.053728619,0.968910738
CT75,-2.494488966,0.054340938
DCTN1-AS1,-2.312764329,0.14094287
AMY1A,-1.328748581,0.044013054
FAM200B,-0.249929673,0.067487564
LINC00211,-0.164554347,0.909312343
LOC101927497,0.208067149,0.835657428
LINC01473,0.171028832,0.858827303
LINC00398,0.810847438,0.44249354
DGUOK-AS1,0.305612847,0.705636268
NFIA-AS2,-3.120044326,0.000478854
LINC01238,-0.88209018,0.255480354
LINC00649,0.497769085,0.162648542
FLG-AS1,0.342532046,0.248140706
PTENP1,0.484532544,0.000401167
LINC01679,0.48032595,0.803141498
LOC100996442,0.030031632,0.950721913
LINC02257,0.893922076,0.488895727
ZEB2-AS1,1.057668217,0.451389729
LINC01352,0.11717247,0.662579252
LRRC37A2,0.290853596,0.015458001
ABCA17P,1.527557166,0.20270413
LINC01625,-0.256423666,0.870842633
GOLGA2P5,0.30468851,0.373355545
LINC01410,0.182560588,0.589073244
LINC01589,0.454829267,0.057772502
LINC00426,0.573492338,0.656117774
MAP3K20-AS1,1.109981528,0.293004724
LOC105376805,-0.443933529,0.383874895
LOC646938,0.058734201,0.929186716
CD81-AS1,1.578442464,0.03719341
PAXBP1-AS1,0.20804076,0.635496086
LOC100996251,0.449646518,0.355183194
ETDA,0.470789315,0.819864992
TMEM250,-0.018818675,0.872806018
OR2W3,0.497373141,0.394202808
LINC00707,-2.963933019,0.115474105
SNORA13,-1.567137969,0.296486877
SNORD108,0.754210213,0.493476208
SNORA59A,-1.072723799,0.20530922
TXNDC5,0.235576392,0.682324851
CASTOR1,-0.698640369,0.425078045
RNF103,-0.303552495,0.053894897
RBM14,0.100929877,0.41344725
LINC01119,1.093839459,0.014588798
LLPH-DT,0.912361182,0.336879343
ALKBH6,-0.073553066,0.859355326
ASB14,-0.169027976,0.759842922
KLHL41,0.694738635,0.091346338
CASTOR3,-0.014998052,0.934819977
MYLK-AS1,-0.129007119,0.837641701
OR1J4,0.5192792,0.763370409
STPG4,1.395194343,0.371123004
PSMD6-AS2,0.068937293,0.843259253
NME1,0.143540345,0.570841342
TNFSF12,-0.288012046,0.017506804
CDRT4,1.082907552,0.183214388
APOBEC3G,0.420079498,0.023730254
WBP1,-0.057099435,0.756692814
MRPS17,-0.017813899,0.947332332
GET4,0.27682212,0.647201469
C1orf226,-0.598930146,0.273416575
ADSL,-0.096684218,0.330073622
LINC00888,0.623306982,0.157217897
LNCSRLR,0.19062629,0.796444719
AMY2B,-0.428987603,0.06599025
LY6G5B,-0.347827246,0.337888145
PSMB9,0.469223528,0.010831936
ERICH6-AS1,0.119356109,0.833817707
PCDHGC3,-0.01190936,0.887753572
SMKR1,2.018683867,0.033059927
ZNF542P,-0.016215355,0.927977155
COX19,0.262929001,0.081339605
TCAM1P,0.303851523,0.86672714
GHRLOS,0.789666002,0.521914241
ACAD11,0.243819781,0.896904532
LOC100506281,-1.766449016,0.349754184
PPIL3,0.328143276,0.009265275
RPL13P5,0.314077654,0.394235753
CDKN2B-AS1,1.186296424,0.004123222
THOC7-AS1,-0.068920013,0.96795407
L1TD1,1.684078552,0.496444049
AQP1,0.334702196,0.229821753
ISY1,-0.106762333,0.511176646
PNMA2,-0.706309561,2.44E-05
LRRD1,0.609761195,0.69912511
KRBOX1,-0.811463192,0.391270496
PCDHGC5,1.312348492,0.000241987
ARHGEF25,-0.38224905,0.000418505
TMEM189,-0.097754349,0.436312272
RDH14,-0.036336383,0.823846314
LINC00886,-0.59342033,0.033264682
NDUFB2-AS1,0.974951039,0.365731211
PLCXD2,0.220758767,0.793128029
PLGLA,-0.09934362,0.78865098
MIF,-0.569227637,0.468509004
LOC653160,0.406290618,0.029497298
TPM3P9,-0.134103511,0.592505709
NSUN6,0.660644379,0.009593588
LOC284344,1.674773479,0.024752686
HLA-DOB,0.076683774,0.966081491
YAE1,0.323872805,0.072911222
ARHGAP31-AS1,2.243884463,0.235275056
LINC00877,0.775300551,0.599811531
TDGF1,0.400198827,0.762798336
KRTAP5-8,-0.981372846,0.51458052
CRCP,-0.024727508,0.818616444
LINC02614,-0.285388693,0.403206478
WWTR1-AS1,0.161906681,0.898806646
SUCLG2-AS1,-0.027448653,0.934701441
CDRT1,1.132172097,0.406441768
RPL36A,-0.086361487,0.805764437
PDXP,0.568838937,0.701821044
RPP21,0.300242341,0.680727839
TRIM39-RPP21,0.300242341,0.680727839
CD302,-1.573943146,3.29E-13
EGFL8,0.09607157,0.843137097
ATP5MF,0.000596829,0.996199707
PTPRG-AS1,0.362633705,0.57170263
ARHGAP8,1.207883646,0.436779787
GUSBP2,0.623272224,0.007343448
ARPC4,-0.481149795,2.51E-05
ZBTB20-AS1,0.249213923,0.875685827
CORT,0.063316743,0.961431258
INMT,-1.106788343,4.88E-08
ADAMTS9-AS2,0.15418043,0.715921327
ARPC1A,-0.014603403,0.86851907
TMEFF1,-0.549354493,0.358950993
RPSAP52,-0.478651565,0.1967578
LOC101927974,-0.006997736,0.988995334
LINC00893,0.066284278,0.807194424
ATP5PO,0.083140063,0.564909756
PLEKHO2,0.004384605,0.964870612
C8orf58,-0.168745138,0.285972885
PISD,-0.345451595,0.004495949
HOGA1,-0.657052883,0.116987103
PWP2,-0.114662725,0.378282037
PI4KA,0.203353498,0.021517084
AKAP2,-0.933925688,0.085895798
HYPK,-0.188802799,0.665537209
SDHAP2,0.104526828,0.420540187
AMACR,-0.483464322,0.301275869
MTFP1,-0.762801513,0.516714713
SNHG3,-0.578347862,5.79E-05
ARHGDIG,2.048140359,0.226468263
CRYZL2P,0.035696068,0.789907063
TCP10L,-0.913874398,0.427943576
PSG2,0.436733642,0.186624806
ARFGAP3,-0.009684056,0.921465287
BGLAP,1.856467823,0.274025658
C22orf39,0.117990125,0.383294415
PEG10,0.964110872,7.51E-17
STAG3L5P,-0.048298927,0.868300841
EIF6,0.017770024,0.891532514
PCDHGC4,0.470627182,0.42512676
MRPL20,-0.113581424,0.331203705
ARPIN,-0.002297952,0.985450925
LINC00960,-0.070903044,0.735001995
HLA-DMB,0.103906832,0.920534467
MBL1P,-0.521318353,0.012348294
DECR2,-0.058957867,0.784960643
GNG10,-0.146718666,0.905394698
CNTF,-0.451926016,0.592099962
CCDC169,0.422599927,0.479743002
RTL5,-0.461076696,0.002291555
LINC00882,-0.3309898,0.418689058
ZNF702P,0.467528075,0.034173975
AP5Z1,-0.300219243,0.00221643
ZNF709,2.002789943,0.178803986
STRC,0.135074618,0.892099488
FLNC-AS1,-0.096892758,0.90459523
ERVW-1,0.52094208,0.445430391
LOC101926934,-0.622975633,0.712957491
EIF4EBP3,-0.39239961,0.509712503
LINC00870,0.532884505,0.574358032
PSG11,0.649019536,0.344322438
PSG4,1.276634006,0.015783234
MRPL33,-0.143396164,0.253495774
MICAL3,0.61026522,0.001069425
LOC101929054,-0.430584856,0.697428441
PCDHAC2,0.810149374,0.55050545
STON1,-1.411821715,4.43E-28
PRAF2,0.323260701,0.009449373
VSIG8,0.914229421,0.152772496
STMP1,-0.237675682,0.016489866
FGF14-IT1,1.094140203,0.514294295
PTPRVP,1.109098825,0.13267543
KCTD7,0.169521334,0.12832994
EFNA4,0.850632267,0.000632153
MRPS31P5,-0.100723893,0.85320585
PALM2,-0.568255896,0.386055514
C4orf48,-0.44874081,0.071672684
NAA80,0.131155507,0.522341999
AMY2A,-0.679655865,0.211212927
UPK3B,-0.166771612,0.80320994
IL10RB,-0.195345894,0.072881731
CFB,0.561554587,0.045079579
ZNF487,-0.019010501,0.93966274
WDR92,-0.18399445,0.384508147
NME2,-0.181659496,0.778252789
DUBR,0.277331555,0.126109555
PLA2G4B,0.326447401,0.791122555
CFAP57,-0.750910769,0.262694397
NPIPB5,-0.111228908,0.416262052
TTC4,0.138363269,0.784943254
RPLP0P2,2.163505078,3.05E-06
HLA-L,-0.062165045,0.771962314
OSTCP1,2.074070047,0.164362282
JMJD7,0.444144536,0.740466598
LINC02044,1.512225874,0.420781987
APOBEC3D,-0.321668905,0.2541891
RN7SL832P,0.740827666,0.370615995
OR2A7,0.292285448,0.472391131
TUBA4B,0.74700641,0.406224864
MRPS6,0.353412573,0.017656445
ZNF512,0.38050276,0.006168376
PPIEL,0.192867138,0.666452698
RTL9,-0.044983853,0.908732652
ACY1,0.460870837,0.405022679
NFS1,-0.110542474,0.442627191
FAM86DP,0.206543416,0.45694292
DDOST,0.012315606,0.886593376
IL12A-AS1,3.460629618,0.037223676
TMEM199,-0.127673864,0.630279255
FLNB-AS1,-0.232658578,0.704153193
P2RY11,-0.499984686,0.091364055
TMEM141,0.040210271,0.854199888
TMEM225B,0.089853926,0.839300218
GMCL2,-2.089056663,0.209745198
IFITM10,0.229787069,0.343681977
DBNDD2,-0.643159615,0.193414953
ETV5,-0.801374578,7.40E-07
CFHR1,-0.543758653,2.56E-05
RBM12,-0.634570076,4.05E-09
LILRA6,0.23074183,0.888876289
SCARF2,-0.541403527,3.84E-08
APOBEC3C,0.398718396,2.86E-05
LOC155060,0.208286822,0.312200175
RAD21L1,-0.557228656,0.769881743
CCDC13,-0.979060346,0.064032189
ASPRV1,-0.249600622,0.552831499
UBE2V1,-0.025263248,0.942880793
CTAGE8,-0.324183057,0.239865474
PTCHD4,0.686514518,6.32E-05
C4A,0.568325487,2.06E-06
LOC110384692,0.568325487,2.06E-06
CRYBB2,-0.064489264,0.952665137
N4BP2L2,0.052718235,0.5677507
ALKBH3-AS1,0.19108645,0.823650629
LOC101928445,0.23302417,0.705126858
LIFR-AS1,-0.058775531,0.931438945
LINC00847,-0.069731456,0.635842819
A2M-AS1,0.331119951,0.377260989
SMARCA5-AS1,-0.382131172,0.730557101
MALINC1,0.13915195,0.690709032
ARAP1-AS2,-0.452286505,0.588676346
RNF139-AS1,0.145575471,0.641725874
LOC101930370,-0.08129148,0.878628022
LOC101929066,-0.060774882,0.921713395
LOC100996419,-0.65440923,0.17113652
LOC256880,0.315075142,0.797986129
LINC01585,1.438200728,0.350887129
LOC100507283,0.399681117,0.210475414
LOC440028,0.030002309,0.927682255
NEAT1,0.471748899,3.13E-09
RORA-AS1,1.314367336,0.338443022
LOC101929295,-0.701186576,0.092456211
SCAMP1-AS1,-0.032256968,0.896903654
FAM111A-DT,0.190012562,0.365957077
BDNF-AS,0.146138233,0.595423565
DACT3-AS1,1.061439399,0.270304022
DDX11-AS1,0.634943855,0.422789301
LOC101928100,0.48180653,0.78183856
