chr	start	end
Chr7	10934418	10934763
Chr7	10953970	10955885
Chr7	10959088	10962182
Chr7	10970461	10972891
Chr7	10975389	10975802
Chr7	10979123	10980923
Chr7	10984157	10985524
Chr7	10988755	10989532
Chr7	10991616	10992441
Chr7	10993119	10994274
Chr7	10998043	10999717
Chr7	11007283	11008030
Chr7	11020861	11022414
Chr7	11026595	11031323
Chr7	11033623	11035516
Chr7	11060313	11061938
Chr7	11064790	11076993
Chr7	11090520	11091267
Chr7	11146273	11148827
Chr7	11168821	11169348
Chr7	11170888	11182974
Chr7	11218021	11221330
Chr7	11222033	11225288
Chr7	11226679	11227703
Chr7	11234053	11234499
Chr7	11241309	11242149
Chr7	11252036	11252655
Chr7	11261192	11262794
Chr7	11268894	11273492
Chr7	11273994	11274887
Chr7	11276615	11278098
Chr7	11280303	11285325
Chr7	11287871	11292049
Chr7	11293725	11295105
Chr7	11299273	11300076
Chr7	11326338	11327860
Chr7	11339155	11341017
Chr7	11344353	11346240
Chr7	11359285	11362412
Chr7	11380988	11383790
Chr7	11387694	11388154
Chr7	11417989	11419537
Chr7	11430564	11430888
Chr7	11431985	11435879
Chr7	11437796	11438461
Chr7	11453600	11454072
Chr7	11473293	11474246
Chr7	11479597	11481898
Chr7	11485811	11487202
Chr7	11496652	11505214
Chr7	11505604	11509628
Chr7	11513903	11518207
Chr7	11527361	11527734
Chr7	11528001	11533710
Chr7	11546470	11546964
Chr7	11551089	11570302
Chr7	11582843	11584816
Chr7	11585100	11585594
Chr7	11592279	11596865
Chr7	11597828	11598187
Chr7	11615649	11616373
Chr7	11619075	11620976
Chr7	11623034	11623273
Chr7	11627408	11628385
Chr7	11628743	11629907
Chr7	11630182	11630409
Chr7	11632040	11636658
Chr7	11637280	11637936
Chr7	11642552	11644287
Chr7	11644575	11645827
Chr7	11647421	11648349
Chr7	11666384	11666764
Chr7	11678724	11680083
Chr7	11684748	11687264
Chr7	11704682	11705223
Chr7	11712474	11713863
Chr7	11722281	11723178
Chr7	11738720	11741010
Chr7	11745553	11751376
Chr7	11780170	11786268
Chr7	11788919	11792494
Chr7	11845862	11851637
Chr7	11857715	11858792
Chr7	11859791	11861181
Chr7	11865383	11874242
Chr7	11884920	11885704
Chr7	11887123	11894422
Chr7	11909837	11913692
Chr7	11922126	11926801
Chr7	11927259	11927500
Chr7	11956099	11959023
Chr7	11971568	11974396
Chr7	12097523	12101743
Chr7	12105903	12106457
Chr7	12111551	12113672
Chr7	12272445	12274849
Chr7	12282882	12284696
Chr7	12290015	12291329
Chr7	12313493	12325679
Chr7	12357115	12359648
Chr7	12363368	12364985
Chr7	12374983	12375219
Chr7	12387343	12389447
Chr7	12424060	12440486
Chr7	12445635	12449912
Chr7	12450545	12450817
Chr7	12453191	12454848
Chr7	12501526	12501972
Chr7	12541159	12541370
Chr7	12544210	12550060
Chr7	12551930	12552496
Chr7	12565818	12570194
Chr7	12574580	12579665
Chr7	12622645	12623222
Chr7	12628792	12629379
Chr7	12632406	12634106
Chr7	12652916	12656455
Chr7	12659870	12660175
Chr7	12660622	12660867
Chr7	12660987	12662492
Chr7	12665274	12666368
Chr7	12676090	12684320
Chr7	12705349	12708020
Chr7	12710368	12713363
Chr7	12716456	12722911
Chr7	12747509	12760678
Chr7	12763740	12766774
Chr7	12769133	12770841
Chr7	12772240	12774286
Chr7	12777061	12778037
Chr7	12781503	12781829
Chr7	12783971	12790416
Chr7	12794960	12803568
Chr7	12811612	12819404
Chr7	12826359	12827317
Chr7	12843385	12843985
Chr7	12846933	12848586
Chr7	12881692	12883433
Chr7	12884544	12886091
Chr7	12887205	12890968
Chr7	12895675	12896118
Chr7	12902004	12903857
Chr7	12905275	12905742
Chr7	12906247	12908649
Chr7	12916277	12924325
Chr7	12925518	12925892
Chr7	12926448	12930711
Chr7	12970006	12970822
Chr7	12981276	12981894
Chr7	13024651	13025343
Chr7	13026440	13037161
Chr7	13037520	13038640
Chr7	13040780	13042585
Chr7	13049248	13049487
Chr7	13052971	13055292
Chr7	13057792	13068285
Chr7	13072308	13073480
Chr7	13074438	13078529
Chr7	13081471	13084596
Chr7	13094639	13095835
Chr7	13098610	13103790
Chr7	13104724	13105941
Chr7	13115319	13120060
Chr7	13149738	13153339
Chr7	13177255	13178470
Chr7	13181883	13182879
Chr7	13201060	13206927
Chr7	13219680	13224915
Chr7	13246580	13246891
Chr7	13256623	13258670
Chr7	13272446	13275812
Chr7	13276214	13283664
Chr7	13284689	13285096
Chr7	13287605	13293345
Chr7	13293804	13294124
Chr7	13294809	13305690
Chr7	13313553	13316594
Chr7	13322174	13323044
Chr7	13323931	13326401
Chr7	13330030	13330940
Chr7	13337221	13337514
Chr7	13342649	13343317
Chr7	13351913	13353496
Chr7	13354097	13355297
Chr7	13366416	13367542
Chr7	13369816	13370164
Chr7	13373305	13373719
Chr7	13376036	13379789
Chr7	13382831	13383995
Chr7	13384446	13386049
Chr7	13388826	13392091
Chr7	13399139	13412020
Chr7	13419953	13420709
Chr7	13425849	13427036
Chr7	13433303	13433689
Chr7	13436679	13440199
Chr7	13441131	13442450
Chr7	13443478	13446039
Chr7	13470399	13471208
Chr7	13472461	13474487
Chr7	13488275	13501025
Chr7	13509485	13510777
Chr7	13513129	13515779
Chr7	13516996	13517208
Chr7	13525253	13532891
Chr7	13534771	13548807
Chr7	13556183	13558261
Chr7	13567115	13567861
Chr7	13589491	13604623
Chr7	13607703	13609045
Chr7	13611075	13611539
Chr7	13624884	13625132
Chr7	13638268	13642669
Chr7	13654015	13655841
Chr7	13697721	13699261
Chr7	13707247	13707963
Chr7	13727011	13727370
Chr7	13728678	13729382
Chr7	13741284	13747256
Chr7	13768256	13768717
Chr7	13770000	13770602
Chr7	13776867	13780339
Chr7	13831941	13834882
Chr7	13842729	13843004
Chr7	13850974	13851583
Chr7	13942496	13945518
Chr7	13984224	13987214
Chr7	14095942	14099665
Chr7	14106655	14107221
Chr7	14118021	14118923
Chr7	14143366	14143848
Chr7	14155428	14156090
Chr7	14194232	14194567
Chr7	14196962	14200754
Chr7	14231698	14232099
Chr7	14236930	14237515
Chr7	14237700	14239944
Chr7	14240593	14241342
Chr7	14242375	14242656
Chr7	14243640	14244053
Chr7	14244176	14244424
Chr7	14244421	14244702
Chr7	14292224	14292742
Chr7	14303367	14303874
Chr7	14321846	14324801
Chr7	14368174	14370983
Chr7	14378581	14381318
Chr7	14428955	14429663
Chr7	14502054	14502632
Chr7	14502979	14503389
Chr7	14505906	14512576
Chr7	14520331	14524569
Chr7	14527447	14530523
Chr7	14533304	14534386
Chr7	14534478	14541920
Chr7	14563261	14570225
Chr7	14574496	14580334
Chr7	14594584	14594863
Chr7	14600522	14600804
Chr7	14602476	14604938
Chr7	14606244	14609276
Chr7	14609261	14609759
Chr7	14610201	14610503
Chr7	14613866	14614286
Chr7	14618203	14620501
Chr7	14641620	14646060
Chr7	14658547	14660951
Chr7	14663905	14664213
Chr7	14669735	14676409
Chr7	14677515	14677952
Chr7	14702511	14708888
Chr7	14712300	14714377
Chr7	14719357	14720082
Chr7	14723109	14731577
Chr7	14733235	14734946
Chr7	14741197	14746236
Chr7	14753753	14759375
Chr7	14764048	14767134
Chr7	14774622	14779028
Chr7	14808873	14809193
Chr7	14810688	14811194
Chr7	14817992	14818497
Chr7	14820650	14822248
Chr7	14827655	14828157
Chr7	14830333	14831313
Chr7	14862445	14863356
Chr7	14866135	14867590
Chr7	14868464	14872147
Chr7	14876552	14877959
Chr7	14886512	14887063
Chr7	14916036	14920450
Chr7	14943066	14943403
Chr7	14946822	14947387
Chr7	14960199	14963400
Chr7	14973696	14975031
Chr7	14988563	14990862
Chr7	15018983	15019396
Chr7	15033574	15033801
Chr7	15040384	15041466
Chr7	15048803	15050446
Chr7	15055454	15057082
Chr7	15063326	15064128
Chr7	15069432	15077963
Chr7	15094118	15094354
Chr7	15184580	15187303
Chr7	15192443	15200647
Chr7	15204075	15211471
Chr7	15214622	15214963
Chr7	15221078	15223063
Chr7	15230952	15233283
Chr7	15237166	15243043
Chr7	15244769	15245084
Chr7	15281842	15282673
Chr7	15284745	15285186
Chr7	15293156	15294805
Chr7	15294889	15296330
Chr7	15297878	15302052
Chr7	15304520	15305129
Chr7	15308916	15309170
Chr7	15311507	15315649
Chr7	15321555	15323097
Chr7	15338913	15351164
Chr7	15358960	15360495
Chr7	15369135	15370167
Chr7	15375931	15376176
Chr7	15376916	15378292
Chr7	15385876	15386266
Chr7	15406442	15409801
Chr7	15421670	15425213
Chr7	15435530	15436178
Chr7	15440889	15442180
Chr7	15443943	15446746
Chr7	15448959	15451104
Chr7	15451950	15452504
Chr7	15459772	15460163
Chr7	15461430	15461831
Chr7	15485876	15486303
Chr7	15487968	15490806
Chr7	15542703	15545877
Chr7	15560341	15561945
Chr7	15571786	15572010
Chr7	15579953	15584476
Chr7	15588656	15590927
Chr7	15595795	15596968
Chr7	15598014	15600609
Chr7	15602020	15604587
Chr7	15609640	15611415
Chr7	15614582	15616337
Chr7	15618329	15621981
Chr7	15624589	15625788
Chr7	15659591	15662062
Chr7	15665052	15665473
Chr7	15671849	15673020
Chr7	15678534	15678761
Chr7	15713055	15713354
Chr7	15718336	15723118
Chr7	15726287	15730121
Chr7	15730270	15731212
Chr7	15732601	15746265
Chr7	15751011	15755972
Chr7	15768892	15787357
Chr7	15841304	15841968
Chr7	15847400	15847936
Chr7	15852229	15854527
Chr7	15868929	15874100
Chr7	15875835	15880856
Chr7	15884357	15890032
Chr7	15899431	15902146
Chr7	15906886	15908799
Chr7	15912872	15917899
Chr7	15920705	15925781
Chr7	15928645	15931490
Chr7	15934858	15935536
Chr7	15961246	15963816
Chr7	15970418	15970633
Chr7	15982511	15984088
Chr7	15990882	15994107
Chr7	15998505	16003367
Chr7	16004590	16007436
Chr7	16013083	16022630
Chr7	16029455	16033425
Chr7	16069528	16071722
Chr7	16104626	16107383
Chr7	16108673	16109431
Chr7	16129694	16129954
Chr7	16130717	16131152
Chr7	16134832	16135465
Chr7	16145179	16145771
Chr7	16147913	16149483
Chr7	16150946	16151880
Chr7	16153192	16159323
Chr7	16165788	16166165
Chr7	16191840	16193513
Chr7	16195828	16206015
Chr7	16209147	16210655
Chr7	16213454	16218080
Chr7	16226488	16230771
Chr7	16235524	16238453
Chr7	16259328	16262134
Chr7	16263176	16263737
Chr7	16264709	16266597
Chr7	16273006	16274487
Chr7	16275389	16276391
Chr7	16284314	16284622
Chr7	16289922	16293446
Chr7	16294810	16295362
Chr7	16302993	16307559
Chr7	16306862	16309642
Chr7	16314791	16318836
Chr7	16324858	16327556
Chr7	16337039	16337381
Chr7	16343610	16345859
Chr7	16346815	16349511
Chr7	16368462	16368840
Chr7	16372883	16373927
Chr7	16375059	16387446
Chr7	16394431	16394868
Chr7	16396185	16397699
Chr7	16435521	16435838
Chr7	16436738	16437205
Chr7	16438501	16442141
Chr7	16447097	16450570
Chr7	16454590	16455322
Chr7	16503165	16504714
Chr7	16512375	16521870
Chr7	16522444	16524087
Chr7	16526399	16528169
Chr7	16528706	16531646
Chr7	16549632	16549979
Chr7	16590110	16592811
Chr7	16599911	16602036
Chr7	16617651	16618356
Chr7	16622547	16625292
Chr7	16627499	16630918
Chr7	16650377	16657246
Chr7	16660287	16669984
Chr7	16674125	16675331
Chr7	16682749	16683620
Chr7	16710912	16711530
Chr7	16723268	16726019
Chr7	16728736	16729063
Chr7	16737679	16741246
Chr7	16743567	16745510
Chr7	16748940	16749713
Chr7	16750950	16754646
Chr7	16763776	16765253
Chr7	16766297	16769640
Chr7	16775194	16775821
Chr7	16798740	16799320
Chr7	16802222	16803138
Chr7	16810993	16811322
Chr7	16815745	16816832
Chr7	16840124	16843768
Chr7	16857192	16862643
Chr7	16863279	16867122
Chr7	16869074	16870353
Chr7	16870468	16875355
Chr7	16875578	16877008
Chr7	16886901	16890399
Chr7	16893630	16900205
Chr7	16905589	16906293
Chr7	16909233	16910063
Chr7	16932181	16932633
Chr7	16933763	16938903
Chr7	16942185	16946832
Chr7	16950091	16954807
Chr7	16955691	16960437
Chr7	16966933	16969964
Chr7	16971959	16985073
Chr7	16989467	16990112
Chr7	17001740	17006878
Chr7	17009778	17010266
Chr7	17017107	17018678
Chr7	17021086	17022640
Chr7	17024617	17027037
Chr7	17028742	17029231
Chr7	17030433	17032579
Chr7	17036851	17039087
Chr7	17041612	17044246
Chr7	17044318	17045190
Chr7	17053212	17053695
Chr7	17082483	17087595
Chr7	17089451	17091096
Chr7	17098121	17098720
Chr7	17115809	17120425
Chr7	17126202	17129929
Chr7	17131060	17132365
Chr7	17136133	17144614
Chr7	17159546	17159773
Chr7	17161995	17165698
Chr7	17172693	17173582
Chr7	17186673	17187640
Chr7	17195209	17196988
Chr7	17198415	17209485
Chr7	17214458	17214668
Chr7	17217795	17218149
Chr7	17230234	17245358
Chr7	17249601	17250118
Chr7	17252167	17254286
Chr7	17254909	17260675
Chr7	17265531	17266019
Chr7	17268665	17270113
Chr7	17270515	17274278
Chr7	17274872	17275486
Chr7	17276190	17276684
Chr7	17277618	17283635
Chr7	17317979	17321807
Chr7	17334935	17335399
Chr7	17361537	17362196
Chr7	17375527	17375910
Chr7	17399823	17403101
Chr7	17404312	17409846
Chr7	17410023	17413849
Chr7	17421301	17425456
Chr7	17426381	17429427
Chr7	17439544	17439834
Chr7	17445107	17449756
Chr7	17454047	17455243
Chr7	17462394	17462642
Chr7	17471134	17472072
Chr7	17480695	17485556
Chr7	17490699	17493026
Chr7	17496502	17498225
Chr7	17498648	17508816
Chr7	17505856	17508816
Chr7	17514082	17520851
Chr7	17524037	17528680
Chr7	17529552	17535086
Chr7	17538877	17539370
Chr7	17569510	17572525
Chr7	17611407	17611978
Chr7	17627232	17628713
Chr7	17635162	17636023
Chr7	17640723	17643252
Chr7	17653224	17653496
Chr7	17662760	17667750
Chr7	17683676	17684288
Chr7	17687049	17692496
Chr7	17698392	17700798
Chr7	17740982	17742315
Chr7	17744001	17755346
Chr7	17767542	17771514
Chr7	17771994	17776684
Chr7	17777522	17780505
Chr7	17787745	17801445
Chr7	17805412	17805971
Chr7	17816192	17821232
Chr7	17820555	17823755
Chr7	17838525	17844995
Chr7	17845144	17848717
Chr7	17851168	17854470
Chr7	17870625	17880163
Chr7	17881007	17887821
Chr7	17890156	17890737
Chr7	17902640	17904772
Chr7	17907341	17912298
Chr7	17945639	17947265
Chr7	17973962	17975551
Chr7	17987936	17991989
Chr7	18005906	18006169
Chr7	18023611	18024214
Chr7	18033083	18034543
Chr7	18039848	18040306
Chr7	18047057	18051110
Chr7	18065347	18066363
Chr7	18068809	18071847
Chr7	18089267	18092087
Chr7	18102554	18103715
Chr7	18106225	18111251
Chr7	18113472	18115251
Chr7	18124655	18126401
Chr7	18128771	18129619
Chr7	18133351	18135353
Chr7	18149081	18150712
Chr7	18157303	18162394
Chr7	18198182	18202733
Chr7	18203445	18205160
Chr7	18205276	18218190
Chr7	18222515	18228417
Chr7	18228560	18232364
Chr7	18236236	18241475
Chr7	18241520	18246940
Chr7	18250922	18253311
Chr7	18253474	18257977
Chr7	18266163	18268589
Chr7	18269573	18270026
Chr7	18309682	18312468
Chr7	18321782	18324693
Chr7	18328956	18330801
Chr7	18331755	18333958
Chr7	18334872	18337487
Chr7	18338202	18351636
Chr7	18355000	18355639
Chr7	18358208	18358558
Chr7	18360162	18363694
Chr7	18370793	18372740
Chr7	18374495	18375727
Chr7	18393745	18399059
Chr7	18416297	18420420
Chr7	18427885	18431430
Chr7	18435952	18436810
Chr7	18439155	18443276
Chr7	18453655	18462456
Chr7	18464712	18466440
Chr7	18475036	18476317
Chr7	18479043	18481052
Chr7	18481900	18482554
Chr7	18486717	18489040
Chr7	18496787	18497822
Chr7	18497999	18502813
Chr7	18504625	18507151
Chr7	18509977	18515210
Chr7	18519358	18523619
Chr7	18528508	18531797
Chr7	18532539	18535080
Chr7	18536372	18541354
Chr7	18545764	18546853
Chr7	18551999	18553103
Chr7	18555542	18565219
Chr7	18572748	18575006
Chr7	18575953	18576654
Chr7	18578839	18582864
Chr7	18587314	18596123
Chr7	18598157	18599606
Chr7	18597882	18603406
Chr7	18606147	18606782
Chr7	18610774	18614701
Chr7	18618291	18619873
Chr7	18621382	18624748
Chr7	18625785	18638679
Chr7	18643020	18653628
Chr7	18658755	18660317
Chr7	18672872	18674019
Chr7	18684481	18687891
Chr7	18688114	18692305
Chr7	18695017	18696004
Chr7	18717034	18725768
Chr7	18727988	18733568
Chr7	18740385	18741409
Chr7	18743398	18743844
Chr7	18761287	18763725
Chr7	18765673	18767140
Chr7	18800968	18806189
Chr7	18806648	18807793
Chr7	18809994	18811070
Chr7	18812309	18813757
Chr7	18830956	18832091
Chr7	18840247	18842537
Chr7	18847291	18847605
Chr7	18852472	18856432
Chr7	18867705	18870393
Chr7	18873790	18875926
Chr7	18893442	18894788
Chr7	18895754	18904535
Chr7	18906408	18906770
Chr7	18911787	18914891
Chr7	18914944	18920560
Chr7	18924436	18931500
Chr7	18932047	18952572
Chr7	18956322	18963235
Chr7	18965975	18971250
Chr7	18996198	18996940
Chr7	19002083	19002328
Chr7	19006117	19006790
Chr7	19007722	19009645
Chr7	19018651	19021578
Chr7	19034686	19036413
Chr7	19037668	19039618
Chr7	19045831	19048232
Chr7	19053629	19055955
Chr7	19058043	19059852
Chr7	19060762	19062609
Chr7	19064660	19065706
Chr7	19068310	19069374
Chr7	19070403	19073021
Chr7	19073362	19074783
Chr7	19075494	19078540
Chr7	19083657	19084688
Chr7	19085626	19086219
Chr7	19091217	19091873
Chr7	19098557	19099087
Chr7	19099675	19103294
Chr7	19139407	19139898
Chr7	19140414	19143505
Chr7	19161248	19165067
Chr7	19183976	19184711
Chr7	19192550	19192801
Chr7	19223928	19230480
Chr7	19231648	19236044
Chr7	19237796	19238233
Chr7	19243265	19247820
Chr7	19252848	19258018
Chr7	19258724	19268284
Chr7	19271757	19276185
Chr7	19281738	19289773
Chr7	19291152	19298873
Chr7	19301903	19302558
Chr7	19304785	19309483
Chr7	19309967	19315478
Chr7	19323518	19324048
Chr7	19328726	19331908
Chr7	19362157	19364739
Chr7	19370053	19370812
Chr7	19378439	19386138
Chr7	19393376	19393594
Chr7	19403522	19405134
Chr7	19405563	19407067
Chr7	19409953	19413299
Chr7	19427900	19432234
Chr7	19436899	19442776
Chr7	19444178	19445944
Chr7	19454491	19456170
Chr7	19462299	19464260
Chr7	19466836	19468325
Chr7	19491602	19498946
Chr7	19500833	19505159
Chr7	19541481	19545806
Chr7	19567699	19575588
Chr7	19593342	19595219
Chr7	19598507	19609045
Chr7	19614241	19617474
Chr7	19625525	19628293
Chr7	19631206	19631682
Chr7	19634388	19634702
Chr7	19640891	19641370
Chr7	19646844	19647308
Chr7	19650490	19650978
Chr7	19654843	19655358
Chr7	19655991	19657603
Chr7	19658119	19668106
Chr7	19668378	19673208
Chr7	19682824	19684639
Chr7	19690856	19691260
Chr7	19692304	19695407
Chr7	19696399	19696887
Chr7	19698832	19699352
Chr7	19703557	19704021
Chr7	19709484	19709963
Chr7	19727306	19728143
Chr7	19731845	19732528
Chr7	19736454	19736954
Chr7	19740385	19742856
Chr7	19744053	19746230
Chr7	19747989	19748447
Chr7	19751197	19753691
Chr7	19758441	19758923
Chr7	19762405	19768575
Chr7	19769005	19774504
Chr7	19779499	19782708
Chr7	19827230	19833195
Chr7	19838576	19842588
Chr7	19850984	19854472
Chr7	19856175	19857873
Chr7	19859226	19861053
Chr7	19861609	19864543
Chr7	19887177	19888285
Chr7	19899210	19900038
Chr7	19903949	19904962
Chr7	19905025	19909628
Chr7	19911361	19914576
Chr7	19916969	19917633
Chr7	19920336	19924334
Chr7	19926094	19931994
Chr7	19935493	19936423
Chr7	19938443	19943169
Chr7	19943776	19951055
Chr7	19957233	19958177
Chr7	19962120	19963822
Chr7	19970525	19974170
Chr7	19975530	19981364
Chr7	19985712	19987668
Chr7	19999984	20000313
Chr7	20003479	20004645
Chr7	20012734	20015644
Chr7	20032015	20032407
Chr7	20040134	20043772
Chr7	20045846	20049071
Chr7	20050247	20054045
Chr7	20063394	20065355
Chr7	20067553	20068682
Chr7	20077848	20081621
Chr7	20084700	20086612
Chr7	20087153	20093360
Chr7	20097985	20098800
Chr7	20106807	20109781
Chr7	20113509	20115204
Chr7	20115227	20123094
Chr7	20127038	20128833
Chr7	20129648	20135321
Chr7	20149386	20152798
Chr7	20157460	20160904
Chr7	20164249	20170161
Chr7	20173960	20177774
Chr7	20178821	20179267
Chr7	20194301	20194978
Chr7	20214025	20218702
Chr7	20221077	20225924
Chr7	20249139	20253102
Chr7	20257481	20262883
Chr7	20273588	20275840
Chr7	20277396	20279936
Chr7	20280251	20280923
Chr7	20270523	20271525
Chr7	20295862	20297855
Chr7	20288740	20308112
Chr7	20310035	20312111
Chr7	20313830	20316226
Chr7	20327735	20329051
Chr7	20341006	20347762
Chr7	20348669	20349531
Chr7	20351018	20351590
Chr7	20352202	20353810
Chr7	20365630	20367835
Chr7	20377808	20382722
Chr7	20392402	20395761
Chr7	20410551	20418589
Chr7	20420138	20421516
Chr7	20427642	20432505
Chr7	20449001	20450344
Chr7	20452898	20453215
Chr7	20455512	20456848
Chr7	20458075	20461772
Chr7	20477074	20478169
Chr7	20485027	20486346
Chr7	20498983	20503162
Chr7	20504681	20506402
Chr7	20516179	20517922
Chr7	20523736	20525356
Chr7	20535855	20536812
Chr7	20562482	20567659
Chr7	20571279	20571560
Chr7	20584186	20586990
Chr7	20590074	20591104
Chr7	20596752	20600204
Chr7	20602661	20604043
Chr7	20615714	20620597
Chr7	20625091	20626687
Chr7	20646985	20647605
Chr7	20650302	20651020
Chr7	20652247	20654046
Chr7	20674452	20677546
Chr7	20691054	20693694
Chr7	20702213	20705816
Chr7	20707355	20708661
Chr7	20720944	20721234
Chr7	20724563	20726098
Chr7	20729406	20731418
Chr7	20733146	20735347
Chr7	20739506	20749461
Chr7	20749666	20751833
Chr7	20752215	20754511
Chr7	20762022	20762801
Chr7	20764652	20769585
Chr7	20768395	20772350
Chr7	20780832	20781137
Chr7	20783031	20784716
Chr7	20785505	20786384
Chr7	20789771	20790707
Chr7	20803306	20805476
Chr7	20806654	20807546
Chr7	20808033	20812544
Chr7	20812882	20817921
Chr7	20818884	20822105
Chr7	20825994	20827097
Chr7	20842619	20845992
Chr7	20867079	20867846
Chr7	20874268	20876723
Chr7	20881199	20882068
Chr7	20884617	20886189
Chr7	20900389	20901744
Chr7	20904213	20905832
Chr7	20912208	20913712
Chr7	20919365	20920732
Chr7	20925903	20926442
Chr7	20926852	20928383
Chr7	20931641	20933430
Chr7	20936091	20941654
Chr7	20944302	20947879
Chr7	20958620	20962387
Chr7	20969981	20975950
Chr7	20979942	20980373
Chr7	20984820	20985248
Chr7	20999329	21001308
Chr7	21002829	21004747
Chr7	21008406	21009856
Chr7	21029434	21032039
Chr7	21041406	21043393
Chr7	21045118	21050486
Chr7	21051128	21051951
Chr7	21054453	21054794
Chr7	21062488	21062968
Chr7	21073175	21073720
Chr7	21074240	21075469
Chr7	21079104	21082142
Chr7	21083702	21083917
Chr7	21104509	21110008
Chr7	21116319	21121002
Chr7	21121293	21125295
Chr7	21128612	21132530
Chr7	21133028	21140733
Chr7	21140941	21144309
Chr7	21144789	21145980
Chr7	21146479	21149745
Chr7	21150011	21152329
Chr7	21154085	21154654
Chr7	21155350	21158796
Chr7	21160895	21163892
Chr7	21167221	21170686
Chr7	21172198	21172650
Chr7	21175052	21178563
Chr7	21213651	21214351
Chr7	21223250	21225911
Chr7	21229917	21230372
Chr7	21232113	21235788
Chr7	21238269	21241263
Chr7	21244872	21247832
Chr7	21261787	21264263
Chr7	21265833	21269391
Chr7	21280300	21282637
Chr7	21293128	21294138
Chr7	21295196	21299576
Chr7	21299629	21311339
Chr7	21315434	21320392
Chr7	21325701	21326363
Chr7	21333580	21337607
Chr7	21345784	21346908
Chr7	21353081	21356652
Chr7	21359653	21366555
Chr7	21367512	21367919
Chr7	21367969	21374694
Chr7	21378090	21381273
Chr7	21384747	21388284
Chr7	21391473	21393560
Chr7	21395195	21396704
Chr7	21407904	21411687
Chr7	21412625	21419296
Chr7	21421637	21422203
Chr7	21426350	21427495
Chr7	21434557	21437671
Chr7	21438147	21440196
Chr7	21441037	21444823
Chr7	21448087	21448443
Chr7	21465220	21466378
Chr7	21466736	21469857
Chr7	21471055	21473327
Chr7	21486604	21504544
Chr7	21503815	21506356
Chr7	21509949	21510851
Chr7	21513062	21517011
Chr7	21518519	21519953
Chr7	21520374	21522072
Chr7	21524199	21528261
Chr7	21531376	21532128
Chr7	21551528	21552142
Chr7	21554592	21557630
Chr7	21558783	21559529
Chr7	21561517	21562026
Chr7	21564056	21565111
Chr7	21574435	21576033
Chr7	21574435	21579332
Chr7	21582857	21583997
Chr7	21587102	21589258
Chr7	21589968	21590651
Chr7	21592648	21593290
Chr7	21594798	21600723
Chr7	21606078	21606308
Chr7	21614953	21620327
Chr7	21621442	21624421
Chr7	21625619	21628826
Chr7	21629471	21633103
Chr7	21633805	21636606
Chr7	21640582	21642237
Chr7	21653254	21657381
Chr7	21658001	21658746
Chr7	21668220	21671905
Chr7	21692595	21694797
Chr7	21701620	21705667
Chr7	21707636	21713649
Chr7	21718612	21718980
Chr7	21721660	21722671
Chr7	21723211	21726398
Chr7	21728289	21732073
Chr7	21739672	21743520
Chr7	21747754	21751105
Chr7	21753822	21757322
Chr7	21760605	21764053
Chr7	21783213	21786578
Chr7	21788575	21793862
Chr7	21798279	21798902
Chr7	21802731	21805279
Chr7	21814234	21816049
Chr7	21816568	21818943
Chr7	21819387	21822388
Chr7	21823012	21825253
Chr7	21827213	21827867
Chr7	21828024	21830978
Chr7	21836994	21839918
Chr7	21843428	21845738
Chr7	21846326	21851297
Chr7	21854727	21856897
Chr7	21863107	21868527
Chr7	21870046	21872441
Chr7	21876890	21883372
Chr7	21894659	21898727
Chr7	21901505	21908493
Chr7	21910216	21915284
Chr7	21923685	21924357
Chr7	21952841	21956478
Chr7	21970341	21973436
Chr7	21989083	21991756
Chr7	22003036	22003305
Chr7	22006062	22012113
Chr7	22015724	22019184
Chr7	22024801	22027091
Chr7	22036908	22039724
Chr7	22043459	22043710
Chr7	22045994	22048316
Chr7	22051337	22052002
Chr7	22056411	22059752
Chr7	22066415	22071296
Chr7	22073738	22074967
Chr7	22077190	22079179
Chr7	22082548	22086458
Chr7	22088000	22090410
Chr7	22090924	22093337
Chr7	22095130	22099277
Chr7	22101917	22105152
Chr7	22107666	22110136
Chr7	22110787	22113703
Chr7	22114961	22123129
Chr7	22125139	22127924
Chr7	22128502	22130403
Chr7	22140757	22141931
Chr7	22168924	22169301
Chr7	22169511	22171932
Chr7	22182883	22183862
Chr7	22184376	22187030
Chr7	22187290	22189082
Chr7	22197477	22198211
Chr7	22202993	22203598
Chr7	22205589	22206328
Chr7	22211290	22213149
Chr7	22222297	22223336
Chr7	22231008	22234636
Chr7	22236821	22240341
Chr7	22243925	22246490
Chr7	22247627	22252838
Chr7	22253777	22256729
Chr7	22256278	22258453
Chr7	22267749	22273616
Chr7	22293735	22295309
Chr7	22303860	22308676
Chr7	22309414	22313591
Chr7	22316268	22317936
Chr7	22319007	22323191
Chr7	22331343	22332864
Chr7	22333881	22338439
Chr7	22340090	22341401
Chr7	22343452	22343673
Chr7	22345496	22345969
Chr7	22346421	22348417
Chr7	22353094	22355806
Chr7	22362531	22362924
Chr7	22367305	22367604
Chr7	22370220	22372673
Chr7	22390684	22392568
Chr7	22404280	22405209
Chr7	22410134	22410953
Chr7	22411208	22413071
Chr7	22414790	22415671
Chr7	22416143	22417233
Chr7	22417945	22418796
Chr7	22419008	22420088
Chr7	22427661	22429638
Chr7	22435580	22441083
Chr7	22442111	22444480
