category	ID	term	count	genes	logFC	adj_pval	zscore
MF	GO:0043169	cation binding	434	ITSN1	0.458904114	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FAH	-0.542656739	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MAP3K5	-2.582338303	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CH25H	2.66910504	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MAP3K8	1.164063295	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	AIF1L	1.064301002	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	DDAH1	2.245970725	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADAM9	-0.483709972	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CDH23	-1.180580167	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CYP1A1	-1.556406	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RXRA	-0.370907151	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZHX1	0.536788942	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	F8	-0.577575523	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	COLEC11	-0.451148031	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CYP2E1	2.491351753	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADAMTS9	-2.571428911	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NME3	0.564906918	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NAPEPLD	1.949389132	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	F5	1.03429269	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	UNC13C	0.511799428	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADAMTS5	-1.919292447	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	KCNJ2	0.950263523	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	DIDO1	-0.31837082	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	DAGLA	0.256119887	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	LPCAT1	-0.716506623	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PIR	2.370759653	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZDHHC9	0.917826013	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CASZ1	-0.400701443	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FAHD2A	0.6383133	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	DHX58	0.622568457	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GPD2	1.856791841	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ASXL3	-1.206726202	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MGAT4A	-1.861247363	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PCDH10	0.244743827	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TGFBR2	0.998477288	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ATP11B	0.807687133	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ATP11A	0.501536367	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PCDH12	-1.49477816	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PCDH17	-2.0914267	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	KCNJ8	-0.685065753	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TRPS1	0.981074654	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TRAFD1	-0.60529742	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CACHD1	1.092342537	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZNFX1	-0.467361137	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CYP2J6	-0.930914567	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ATP10A	4.198804217	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ATP10D	0.706659643	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MMP25	0.399952889	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SMAP1	0.655134843	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GUCY1A2	-0.557933797	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP354A	1.259181983	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MICAL1	0.348610405	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SLC22A5	0.503290817	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP354B	0.722779903	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MBLAC2	1.4534448	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZDHHC2	-1.386479513	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	AR	-1.153760443	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CAR14	1.37899764	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MICAL2	-1.18028515	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SLC3A2	2.073145523	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PDE10A	-0.645560737	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MMP15	-1.465283697	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZSWIM1	1.414443827	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MYRIP	0.735011413	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MAST2	0.335594489	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GUCY1B3	-0.730732138	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EGFL8	0.708332393	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NKD1	3.32283548	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SORD	0.570492902	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TBC1D9	-0.567593574	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FHL1	-0.7671229	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TRIM16	1.02652025	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EEA1	-0.356661163	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NECAB3	-0.222648942	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TCEA3	0.50833592	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PCDHB16	-0.563045248	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PKD2	-0.684857057	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PPP3CC	0.789809296	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ACSL3	2.44647949	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ACSL6	0.360089939	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ACSL5	-0.36343352	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	BRD1	-0.363732654	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TRIM28	-0.24017683	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FADS3	-1.589703863	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PHF10	0.72861416	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NID1	-1.373472843	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TRIM24	-0.426012033	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PHYH	1.129759307	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CABYR	0.750725902	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CDH13	-2.270387951	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RPS6KA1	0.572898548	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GLA	0.61368577	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RPS6KA2	-1.676420843	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	AOX1	0.418043457	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	LRP8	3.356398728	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CP	3.07845306	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NR5A2	-0.732704643	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MEGF6	0.241426462	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	STK38	0.721742953	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	LMO2	1.121805813	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TNNC1	-3.521360243	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ATOX1	1.238198917	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	LMO7	-0.743616143	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZXDB	0.264093403	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CAR5A	0.857445569	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZIC1	0.243772667	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	IL17RD	0.823627148	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZIC3	3.953962077	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	LNX1	-1.76636762	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZIC2	1.590361615	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ASPA	-2.090817167	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RNF141	0.818244541	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CYGB	-0.465683616	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	LONRF3	1.440199387	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ASPH	-1.001255833	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MB	-1.717123668	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RET	1.195297373	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PDXK	1.941306277	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NUDT4	-1.271707693	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NRD1	0.40151787	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TECR	0.80286535	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MIB1	-0.289969767	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RASGRF2	-2.058812107	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RFK	0.407929342	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ATP9A	-1.401088247	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PDE5A	0.896933073	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SLC40A1	4.51860542	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	XDH	-0.58224392	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EXTL3	1.805793447	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADHFE1	-1.38596438	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADAMTSL2	0.311011632	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	BMPR2	0.659034738	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CXXC4	-0.442463078	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	KCNA5	-2.91107021	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TTYH3	-0.563584005	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TTYH2	1.358056397	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	OTUD7B	0.580451647	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RNF168	0.487563451	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FGD6	0.808777172	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TEC	0.849222178	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CACNA2D1	-0.430633389	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	VAV3	-3.272060383	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADAM23	-1.084403685	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EFEMP2	0.786673532	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	KCNB1	-1.08541377	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SMG1	-0.375809664	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MYL12B	0.207697868	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	S100B	0.301496349	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EBF3	-2.378325583	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FREM2	0.85107851	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZIC5	0.571247265	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RNF157	-0.555522596	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	HIVEP1	0.52399762	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADAM22	-0.57958332	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ABL2	0.532475325	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CACNA1A	0.743256403	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	KDM6A	0.533742907	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CLSTN1	0.410412133	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SC4MOL	0.863276637	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GLB1	0.805208211	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	HMOX2	-0.466466583	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TRIM2	-0.825563747	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TRIM3	-0.514879226	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RNF103	0.992293355	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CAT	0.661980313	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GM5595	0.808035383	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	IMPDH1	0.705089581	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP551	0.60045417	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TRPM6	1.648325731	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	LIMK1	0.497049015	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MBNL2	-0.754949887	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	VAT1	1.25989531	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PGM2L1	-0.49941413	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ARL3	0.48744933	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	2700081O15RIK	-0.44079876	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	LIMCH1	0.44319121	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ERN1	0.733184663	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PPM1L	0.660046413	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PDE9A	-0.464036785	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CASQ2	-1.164103678	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GALNT1	-0.75749238	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ABLIM3	-3.814692527	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CABP1	-1.13724406	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EGLN3	-0.735784683	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADH5	0.54651356	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NR3C2	0.857855167	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EGLN1	-0.512868557	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NR3C1	0.377380693	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CDH2	1.283265268	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CDKAL1	-0.610840164	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CDH5	-0.51477973	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	DPF1	-0.211608411	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADPRHL1	-0.2389547	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PRRG3	-1.216090203	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PRRG4	-1.752003048	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADH1	-1.401103663	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	KDM3A	0.671322503	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EHD1	-1.272035273	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EHD2	-1.573082895	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RNF144A	-2.198177337	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RNF144B	1.733839026	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	WDFY2	-0.617438793	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADARB1	-1.964401567	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SLC12A2	-1.422190337	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FBN1	-1.340419513	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CREB5	-1.774591437	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	IDO1	-0.553539757	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FUCA2	1.294611913	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TAB2	0.539073943	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TAB3	0.771246593	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ICK	0.470280317	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP677	0.683392377	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RCN1	-1.348213057	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GCA	1.7133449	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	S100A6	-3.063375782	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ATP1B2	-1.15948805	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADCY6	-0.755749068	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	UTRN	0.651558243	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PDLIM3	-0.887693887	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PDLIM1	-3.752840342	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TPD52	1.57097696	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZNRF3	1.4896919	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	BC026585	-0.491912363	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PLOD1	-1.273517282	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NT5C2	1.717475968	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NGFRAP1	0.84181628	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GGTA1	-1.148192253	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	POLK	2.369892398	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SCN2A1	0.393511632	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP827	-1.550869797	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PGM5	1.923125093	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	UHRF2	-0.530902227	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	BAZ1A	-1.159351044	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP462	-1.12112806	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ATP2C1	0.567286807	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ACAP2	-0.369031913	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PRDM5	1.369566436	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PRDM1	-1.059243687	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TGFB1I1	-0.98297974	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ENPP2	1.67516883	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ENPP3	-2.599965548	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ASAP2	-1.57587399	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SFXN1	-0.827147333	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZNRD1	0.268085477	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MYO9B	-0.457661463	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RFFL	-0.372920989	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CHEK2	-1.709742547	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ASAP3	0.833225407	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MACF1	0.685220083	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	IDH2	-0.656394317	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SLC31A1	3.3399076	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CRIP1	-0.693845113	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZBTB46	-0.529418623	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SCD2	1.44934193	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	BMP1	-0.538468523	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP600	-0.295504889	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP449	0.362733998	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RYBP	0.791865588	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	S100A10	-1.776897137	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CSRP2	1.721270228	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CSRP3	-0.913555936	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ATP13A5	0.37577669	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CYP4B1	-2.401978333	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CBLB	-1.078406953	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PLA2G4A	3.05182805	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP442	0.628916414	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RNF7	0.344718936	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GBE1	1.898946447	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	DCP2	0.428010947	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	BCL6B	-1.384653747	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RHEB	0.518721267	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	KLF3	-0.308520798	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ARSB	0.551409965	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	KCNJ15	-0.325504143	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	STEAP4	-1.06457187	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PPARD	0.685895438	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PXDN	-3.3473042	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZCCHC24	-0.684772327	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ACVRL1	0.509690293	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	COPS5	0.750143687	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PPARG	-3.6760365	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SOBP	0.732005445	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FANCL	0.507572186	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CYP39A1	1.052776317	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NEURL1B	-0.571793242	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NOS2	-0.716746818	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	COX17	0.363699278	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP423	1.051894203	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADAM10	0.437040344	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	VIL1	1.359969758	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CYB5B	1.067966617	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZCCHC17	0.459076233	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EFHC2	2.665620047	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PRUNE	1.20602022	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADK	1.724155737	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SGCE	-1.500580617	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ADAM19	-1.215412291	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PMPCB	0.42476527	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MAP3K12	-0.535127166	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SLC39A14	-0.8730863	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP418	0.876837883	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP710	-0.609758217	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	LIMS2	-0.835999183	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP715	-1.040871151	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SLC39A10	2.486653317	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP69	-1.125708583	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CETN3	0.34829744	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CETN2	0.84857814	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EDEM3	0.442408237	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	EDEM2	0.505487446	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	DCHS1	-0.952972577	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TPCN1	0.525738393	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	POLR2A	0.54411157	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	GNPTAB	0.473556673	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	PRKAA2	-0.450660227	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FYCO1	1.459536867	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CAR2	1.609980617	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP53	-0.580260277	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP52	1.253973992	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ZFP51	0.5428319	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NOS1	0.49661843	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	RBM20	0.450369517	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ATP1A1	0.617869067	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	ITPR3	0.550669673	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	SNAI2	-0.895550713	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MSRB2	0.770174187	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	MAPK12	-0.339340207	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	YAF2	0.67263301	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FYN	-1.658977507	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FBLN2	-1.982287266	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FBLN5	-1.80873553	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CHN2	1.90672844	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	NLN	-0.976526561	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CALM2	-0.289648852	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	COX5A	0.774520883	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	TTN	-0.663359973	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	FAHD1	0.546288333	0.039857348	1.248039938
MF	GO:0043169	cation binding	434	CISD1	1.194110867	0.039857348	1.248039938
